,AAL.L,ABF.L,ADM.L,AHT.L,ANTO.L,AZN.L,BARC.L,BDEV.L,BKG.L,BLND.L,BLT.L,BNZL.L,BRBY.L,BT-A.L,CCH.L,CCL.L,CNA.L,CPG.L,CRDA.L,CRH.L,DCC.L,DGE.L,DLG.L,EVR.L,EXPN.L,EZJ.L,FERG.L,FRES.L,GLEN.L,GSK.L,GVC.L,HLMA.L,HSBA.L,IAG.L,IHG.L,III.L,IMB.L,INF.L,ITRK.L,ITV.L,JMAT.L,LAND.L,LGEN.L,LLOY.L,LSE.L,MCRO.L,MKS.L,MNDI.L,MRO.L,MRW.L,NMC.L,NXT.L,OCDO.L,PPB.L,PRU.L,PSN.L,PSON.L,RDSA.L,REL.L,RIO.L,RMG.L,RMV.L,RRS.L,RSA.L,RTO.L,SBRY.L,SDR.L,SGE.L,SGRO.L,SHP.L,SKG.L,SLA.L,SMDS.L,SMIN.L,SMT.L,SSE.L,STAN.L,STJ.L,SVT.L,TSCO.L,TUI.L,ULVR.L,VOD.L,WPP.L,WTB.L
2016-04-30,551.659424,2851.733154,1775.875,931.227051,402.270264,3641.256836,174.898621,529.408813,2946.354736,656.946472,732.422974,1941.32666,1003.07019,387.228729,1254.849976,3150.500488,162.87709,1222.953125,2742.945557,1965.2052,6026.925293,1749.385132,334.595795,88.876175,1236.262085,1413.042236,3994.949951,964.180603,123.231148,1267.699097,571.500488,917.942871,380.115234,463.234131,2551.912109,5.062832,3337.113037,635.544495,2992.761475,193.462418,2703.902588,1053.075928,209.377228,64.813194,2629.082031,1481.348022,327.569885,1264.305054,367.161316,184.166946,1133.309814,4970.442871,270.5,8672.397461,1296.606567,1815.026123,757.147949,1466.848511,1181.684326,1716.703125,472.065521,2868.029785,5591.796387,456.348114,174.457428,241.08345,2510.210205,581.17395,406.689148,4202.44873,1743.159668,297.013092,355.234375,1060.425293,2.580946,1287.468628,520.506409,849.497559,2072.016846,161.628006,919.929382,2904.484131,196.610687,1414.629761,3951.332031
2016-05-31,668.224182,2633.784668,1864.398438,1015.190186,436.589844,4038.106689,132.899948,362.53775,2269.817627,538.873718,839.038086,2214.352783,1083.390625,358.545135,1410.888672,3080.398682,187.756836,1405.284302,2963.685059,2069.384521,6372.410645,1951.399292,307.403778,109.854164,1336.601807,1001.020081,3816.450439,1570.974121,143.675674,1425.997192,534.476318,984.755188,404.935883,320.06839,2757.484375,4.706676,3619.707764,626.85144,3354.532471,161.849152,2626.085693,1000.937317,166.784607,48.650398,2457.018066,1582.525024,274.944763,1310.330811,76.671082,177.410049,1283.785767,4504.464355,230.699997,7470.657715,1181.039429,1249.449585,861.893372,1847.141479,1300.798096,2027.344727,437.162323,265.656738,8108.104492,443.309601,187.147003,215.207901,2182.30835,616.930298,368.212036,4578.30127,1520.315063,242.445358,328.485291,1089.723999,2.708616,1305.957153,555.21991,718.98175,2201.292236,171.221924,741.078369,3304.243164,193.8853,1379.086426,3323.073975
2016-06-30,763.461487,2615.864258,1987.466919,1141.134766,469.315308,4563.322754,148.19397,391.243927,2413.761475,602.766174,840.729004,2274.954102,1232.82373,361.474701,1498.971924,3389.369141,200.745758,1430.325195,3139.296631,2180.193848,6527.245605,2021.075073,312.21817,137.077484,1420.405518,959.541321,4150.756348,1845.22583,175.540924,1500.207886,599.031189,1015.740601,430.315033,371.669952,3026.916992,5.769465,3557.198975,614.374207,3495.308838,176.529968,3124.117188,1062.764282,179.903488,47.831455,2693.885742,1899.424683,284.593262,1437.137085,123.26799,175.89537,1095.43103,4591.26416,266.600006,8327.014648,1254.325928,1456.683716,852.863647,1753.769531,1356.573608,2175.374512,458.226624,295.004242,8556.412109,463.519287,208.263992,207.796524,2424.992432,680.964905,393.338745,4805.194336,1616.083008,251.46701,333.502625,1193.687134,2.970891,1274.022583,594.555359,848.123596,2263.960205,152.719391,856.831055,3262.236084,202.308426,1536.457031,3672.320068
2016-07-31,716.853943,2956.091797,1882.766968,1206.96936,463.876709,4437.668945,165.166046,441.770264,2403.865723,595.579651,880.954407,2268.220703,1246.455933,337.86319,1607.481812,3400.536621,193.668457,1436.301514,3125.134521,2429.277588,6706.272949,1971.974731,328.979126,102.487846,1455.987671,1018.533264,4319.390625,1534.662109,163.60321,1456.65918,654.567383,1034.231079,490.460052,350.614746,3266.303467,5.746088,3566.128662,609.641296,3366.102783,180.763062,3183.242676,1062.764282,183.92662,53.411037,2674.470703,1960.25061,307.232422,1454.983887,141.399643,186.498291,1343.266235,5162.415527,304.600006,8667.666016,1281.103638,1574.97998,781.52832,1678.440552,1366.026978,2033.53125,462.273773,298.499725,6893.335449,461.842926,207.198441,222.619278,2578.754639,692.91156,402.39566,4696.680176,1735.792969,319.26059,347.362915,1267.406738,3.062621,1314.463013,631.334045,899.414063,2201.098145,162.85173,925.151306,3258.081787,202.57283,1588.938965,3970.179199
2016-08-31,889.494629,2527.405029,1881.848511,1231.413452,491.351105,4584.586426,161.888,442.038513,2413.461426,568.181274,1034.558472,2193.19043,1318.146362,348.414276,1720.792847,3566.459717,190.004898,1489.092041,3289.416748,2426.436279,6798.205566,2102.483643,329.340912,128.910507,1484.838135,928.201904,4294.735352,1739.350464,199.416367,1476.743164,704.407593,1023.498535,510.158386,365.078735,3185.171875,6.082718,3568.582275,619.057495,3364.174561,168.604126,3141.282471,1027.791992,194.97644,49.855045,2729.763428,2156.470459,295.110657,1539.972046,168.484055,206.284134,1358.13623,4462.569336,264.5,8232.389648,1296.06604,1567.208618,694.100464,1759.078003,1393.199829,2306.409668,440.239319,307.456909,7505.540527,508.502228,216.3172,227.7146,2523.866943,705.336182,407.908905,4930.479004,1582.011963,302.268433,326.785492,1383.656494,3.208677,1370.397827,617.861633,868.273499,2315.729004,179.102631,954.742126,3400.236084,195.434082,1641.420898,3726.562744
2016-09-30,1039.704834,2393.258057,1792.656494,1238.195313,511.512115,4203.453125,183.595291,405.73111,2206.726807,525.960632,1110.481323,2115.274658,1409.910034,336.682617,1695.82605,3725.473877,178.34816,1475.147461,3334.919189,2520.561035,6449.827637,2072.998047,312.458588,164.220764,1512.726929,863.679382,4192.181641,1572.510986,234.994553,1454.722534,661.212769,1022.52301,543.216919,397.668549,3201.408936,5.099263,3552.416504,635.104614,3314.147705,153.563065,3251.904541,978.042969,186.685257,52.331806,2739.512451,2137.616211,303.488953,1514.353271,162.932297,215.976822,1448.348267,4499.944336,275.0,8050.393555,1265.715454,1462.728027,698.248535,1873.500854,1391.295532,2543.814209,441.588409,271.99231,6980.104492,519.732361,222.155731,232.439331,2639.01416,689.566528,392.986938,4590.52002,1674.269897,304.478546,347.543182,1340.180908,3.274184,1390.499268,700.072754,876.531494,2152.102539,206.318008,902.522949,3180.190186,198.122147,1608.845947,3440.123779
2016-11-01,1089.345947,2478.80127,1777.694092,1518.19397,649.045776,3801.707031,208.341568,430.724731,2317.110107,537.728149,1181.545044,1981.566895,1365.939819,319.801422,1632.448608,3827.697266,178.075745,1365.582031,3109.922119,2535.813965,5932.099609,1907.025269,313.451691,192.004578,1452.140869,912.532166,4648.225586,1150.617676,262.535889,1344.168823,618.967285,920.0755,567.268921,396.844666,3308.289307,6.442725,3083.161133,613.383667,3189.067139,153.512283,2984.885742,949.654358,210.221512,52.889305,2679.067627,2107.660645,292.971558,1549.460449,176.932404,207.394943,1338.30957,4582.168945,270.0,7955.347168,1468.685059,1467.908936,733.276123,1862.012695,1309.39856,2678.642334,421.442596,279.89325,5495.38623,508.444092,208.629807,214.00354,2588.46167,628.399109,375.728516,4600.391602,1694.790161,308.224365,342.48822,1359.983643,3.076771,1289.117798,630.448975,871.893738,2021.756104,204.311111,917.318359,2998.734131,170.88913,1563.211304,3296.428711
2016-12-01,1066.363892,2668.356445,1675.764404,1530.789185,635.857605,4065.567871,215.577316,424.4823,2626.743896,553.182739,1175.248047,2041.967285,1381.233887,328.57782,1595.958496,3930.715576,198.228882,1495.068237,3046.998535,2697.877441,5879.557617,2006.894531,333.493805,177.592224,1513.688599,926.358398,4965.444824,1170.75354,260.702972,1420.742676,609.948547,875.681519,582.093567,403.618896,3252.469482,5.217766,3231.92041,616.216797,3375.233887,188.6008,3053.893555,1043.640503,220.741501,57.129951,2840.903564,2175.553223,318.370911,1478.297119,190.932495,214.546509,1530.629517,4655.984863,264.100006,8340.28418,1543.613037,1439.414185,728.667175,1982.564331,1379.86792,2829.595947,415.59671,297.744141,6184.719727,523.02478,216.219879,234.483139,2705.480713,626.009766,411.774109,4624.084961,1757.283813,331.769287,355.647705,1364.802856,3.102598,1357.287964,652.575134,940.532166,2001.418335,202.500031,1012.18335,3089.27832,179.762329,1661.083496,3623.909424
2017-01-01,1248.381348,2342.232422,1660.802124,1555.979492,786.579407,3842.477051,211.718246,438.527679,2619.260254,530.000854,1293.087891,2022.603027,1578.898804,275.747009,1739.998169,4038.393555,189.930527,1406.420044,3191.912354,2640.678711,6225.12793,2095.825684,320.4935,178.553055,1480.343994,875.662109,4910.401855,1393.206177,306.855896,1389.817505,575.297852,907.839172,604.062805,447.753479,3710.614746,6.545585,3351.435059,615.744629,3288.937744,185.676758,3120.115479,981.642151,209.419128,59.341675,3091.456543,2141.611328,305.181244,1661.423828,188.518707,225.130798,1616.876099,3617.319824,249.399994,7931.586426,1453.035522,1665.644775,570.581909,2009.703857,1355.108398,3127.471436,376.062225,306.669617,6512.514648,539.486938,222.350327,242.571991,2746.671631,585.868713,414.829742,4323.479492,1941.033813,308.313538,386.062439,1446.729614,3.312083,1301.353394,761.239319,993.402405,2130.23877,190.507645,1011.31311,3028.290039,174.81517,1686.694946,3766.908203
2017-02-01,1167.944214,2570.958252,1709.429199,1609.220337,764.913208,4254.759766,218.519852,469.556,2753.964844,567.982727,1167.152344,2183.326904,1661.694946,296.846619,1867.713257,4191.810547,192.132141,1513.268555,3344.452881,2593.012939,6682.642578,2157.173828,310.111298,184.478104,1546.180176,876.583862,4918.413086,1424.848267,302.720001,1498.965332,659.788757,954.457947,577.360413,504.391876,3827.574463,6.43805,3460.458008,634.632446,3419.835938,185.03714,2940.644043,1052.746948,221.36557,62.759777,3000.789551,2203.052246,304.544495,1782.875732,205.898148,231.328796,1729.888794,3614.486816,249.0,8387.806641,1524.644043,1779.623657,621.279907,1946.067139,1433.196167,2953.67334,378.803192,299.880157,7240.412109,563.474609,232.665085,251.695496,2876.796631,617.408142,443.863281,4791.910645,2001.661987,328.826172,388.415253,1440.946655,3.413016,1370.925781,710.398315,978.561646,2194.052002,184.438004,990.425354,3583.281006,181.606277,1735.173828,3670.936035
2017-03-01,1121.061157,2558.196777,1859.986206,1606.305176,786.108337,4649.86084,217.169205,501.685944,2999.988525,561.084167,1110.031616,2246.260742,1659.769409,288.769745,1979.103882,4391.499512,183.749115,1521.350098,3397.842041,2678.811035,6838.392578,2194.609619,313.632233,173.188446,1576.193604,1001.006897,5023.483398,1491.967651,294.354187,1530.717529,696.338196,1005.002502,595.909912,496.877655,3940.507813,7.008451,3580.320557,615.744629,3814.469727,200.022842,2955.999756,1045.830811,220.474045,60.612041,3091.456543,2297.873291,306.545715,1828.420166,215.312012,228.849594,1753.681152,4080.110352,241.0,8173.953125,1599.0979,1808.118286,629.11499,1997.060669,1489.381226,2957.720703,388.305267,304.228455,6714.976074,551.715881,240.060516,248.591629,2836.541992,611.535278,428.921539,4601.379395,1978.343262,315.894287,378.306366,1560.463257,3.551255,1313.099609,750.323792,985.054443,2235.343262,181.696915,1017.956116,3727.204346,187.183105,1602.543213,3798.578857
2017-03-31,1017.182495,2758.454834,1880.559082,1584.926636,789.405457,4389.562988,206.545609,531.979919,3136.549805,611.2677,1083.887085,2331.463867,1553.867554,276.563751,2056.885254,4571.84082,167.57579,1573.880005,3588.517822,2724.278076,6940.603516,2159.049561,324.342224,173.428665,1606.207153,1139.547852,4907.396973,1392.247437,285.424377,1429.715088,709.154236,1033.464355,582.726379,525.995239,4130.066406,5.47453,3501.621826,606.300659,3942.458984,191.890381,2859.066162,1101.008179,219.404221,63.244167,3298.138916,2610.57373,333.470764,1898.634644,228.346588,228.754242,1969.793335,4065.943115,251.0,8173.953125,1657.212524,2035.918579,589.017578,1907.974243,1491.285889,2821.791748,367.747925,319.333099,6634.529297,571.061279,242.298615,259.031921,3046.536377,649.847107,467.98053,4498.014648,1923.311646,324.545288,376.04068,1580.703979,3.63873,1237.480713,709.218262,1064.823364,2181.852539,179.396332,1033.602905,3757.953125,179.04274,1511.988525,3872.477539
2017-04-30,948.236572,2941.042725,1904.872681,1521.762695,765.277222,4954.171875,204.356079,569.342224,3134.624512,590.317993,1082.042358,2354.700928,1747.379028,280.9198,2163.474609,4767.529785,172.148361,1687.021729,3778.240234,2698.185303,7179.095215,2236.415771,323.784912,152.130402,1566.511963,1379.555298,5149.61377,1528.177612,267.987823,1571.302979,763.266418,1124.739136,618.523132,567.323486,4221.742188,8.368998,3359.964355,646.580139,4168.379395,182.823318,2986.71167,1065.170532,233.751846,66.233841,3339.085205,2414.885986,347.933929,1952.924927,232.898926,234.761551,2252.325195,4117.888672,314.700012,7772.515137,1676.527344,2145.141602,685.381226,2000.871704,1609.576416,2859.114746,403.289246,330.776001,7180.500488,599.326843,260.927002,264.299042,3017.858643,698.828125,484.649384,4433.077637,2095.008301,355.855408,385.449554,1558.009155,3.831888,1338.899048,719.740479,1109.796997,2346.078125,179.836868,1102.632324,4098.07959,208.231079,1595.225586,4118.166504
2017-05-31,941.34198,2882.143555,1886.514771,1544.113159,763.844055,4860.465332,197.300919,523.7948,3106.705566,563.781616,1084.80957,2241.693604,1599.116577,267.488647,2168.275879,4904.554688,176.833405,1584.172363,3744.320313,2642.134277,6872.526367,2180.193115,330.100861,165.662003,1524.880249,1325.895142,4749.532227,1440.908691,272.652863,1526.427368,718.172974,1079.592529,659.215576,572.959106,4166.771973,5.872324,3215.224609,644.652893,4131.196777,169.464233,2755.414063,1008.42749,239.785919,62.067844,3587.957764,2290.809326,303.180054,1943.276123,236.062653,233.656631,2178.175537,3641.876221,289.399994,7878.459961,1700.670898,1959.025391,670.82959,1972.449097,1606.672852,2987.671143,384.833374,351.044708,6634.529297,589.7453,268.491486,242.634445,2967.19458,672.385132,471.352844,4201.583984,2301.53125,368.983887,417.54071,1552.17749,3.977944,1292.638062,764.287842,1118.312012,2047.656982,165.250214,1029.921143,3960.808594,195.863129,1476.31543,3867.209229
2017-06-30,1151.397339,2920.791504,1947.734619,1582.983154,903.810486,4324.725586,197.544205,572.130798,3365.677734,575.391235,1271.145996,2241.693604,1647.25354,284.504456,2243.176514,4943.17334,175.331833,1581.238647,3566.98291,2567.721436,6552.988281,2353.186523,347.934143,190.563354,1478.927002,1205.891357,4562.092773,1489.391479,317.224762,1413.496948,729.564941,1078.611084,701.175049,553.892151,4190.208008,9.037898,2908.946045,670.188477,4213.487793,161.616928,2747.128174,1027.284668,249.162003,61.53302,3688.333984,2252.480713,302.49408,1924.943359,226.230743,232.881638,2254.899902,3730.656494,301.100006,7290.946777,1784.69043,2292.05542,637.845947,2067.436768,1598.92981,3243.862549,382.234558,347.575562,6883.141113,625.197021,285.487091,235.982971,3293.165039,658.702881,507.773804,4224.386719,2161.287598,403.469208,425.651672,1491.917725,4.004498,1226.805176,832.63324,1151.42627,2144.315918,170.536636,1096.189697,4119.527344,207.807693,1446.08374,3751.202881
2017-07-31,1289.289185,3273.572998,1818.702026,1616.022583,988.841309,4298.222168,185.964035,580.496704,3601.544678,576.333801,1362.007935,2263.248291,1760.536987,265.492096,2587.678223,5189.366699,176.56842,1615.4646,3702.877197,2623.772705,6926.602539,2491.100098,353.042633,268.390076,1525.051514,1166.865723,4638.680176,1566.963989,341.290771,1431.229736,740.957031,1080.9198,695.154358,585.994934,3765.426025,9.36137,2984.000732,665.370422,5006.027344,148.164429,2702.157227,1016.210754,241.549759,59.881626,3887.118164,2292.827881,300.053101,2038.799683,214.159927,238.306503,2705.282227,4007.471924,309.799988,6563.77832,1753.303833,2433.935791,588.370422,2061.621338,1636.677002,3452.594238,373.795227,340.472076,7711.848145,638.611267,299.142548,227.114334,3219.558838,676.78302,518.372498,3800.560059,2268.871826,397.182343,438.876434,1501.636963,4.269589,1325.752686,757.20752,1090.874634,2172.077148,177.095734,1203.875732,4307.796387,207.246048,1328.226929,3663.466553
2017-08-31,1278.358521,3146.453369,1711.331665,1773.174438,906.676697,4762.916992,189.059235,571.201294,3629.404541,567.380066,1212.569946,2221.118896,1724.28772,266.62027,2471.213135,4605.780273,165.174057,1547.990601,3689.110596,2741.67334,7123.241211,2393.889648,343.461212,274.140686,1471.07605,1187.354126,4933.953613,1369.606689,324.677155,1406.951904,779.405151,1107.62146,689.575989,568.745667,3879.996338,8.815813,2992.592529,653.67041,4880.631348,163.205078,3343.479736,917.328003,245.130859,64.514542,3782.73877,2274.068359,331.785858,1950.205933,207.151062,226.778687,2741.15332,5105.183105,292.700012,7203.736328,1739.222656,2363.453125,598.50177,2215.711182,1595.685547,3276.224365,364.312866,334.111969,7131.753418,596.931458,296.477417,229.331482,3239.109131,682.646851,521.539612,3755.450928,2238.133545,400.788055,434.55661,1532.738892,4.17311,1299.702759,729.279297,1098.723022,2080.177979,183.21431,1165.219238,4147.822754,195.451569,1295.488892,3671.265381
2017-09-30,1355.184204,3283.427246,1849.49353,1912.150391,918.792542,4836.931641,181.823441,608.382874,3652.839111,566.437622,1285.059448,2297.540039,1863.406372,244.456696,2490.787109,4817.473633,149.981598,1616.442505,4069.401367,2756.495361,7020.005859,2510.021973,351.11261,252.682419,1556.455322,1306.382324,5305.813477,1269.201172,347.166443,1283.128784,905.394592,1168.936157,686.956543,609.473022,4100.138184,6.23308,2885.915771,677.988525,5340.376953,153.676208,3305.352295,919.638428,251.827393,65.047951,3714.590332,2519.862061,323.054657,1771.234497,215.487625,218.734711,2881.648682,4776.161133,287.700012,7490.524902,1802.989258,2564.832031,687.983582,2331.004883,1689.262695,3347.446533,355.020111,343.115234,7209.749023,608.872314,331.194672,233.765808,3372.342285,728.580139,528.350708,3692.620361,2176.749512,404.139984,459.330933,1526.907349,4.408593,1285.747559,737.933167,1128.444214,2020.826172,177.58522,1251.736206,4100.284668,201.816849,1247.785034,3600.101807
2017-11-01,1296.968628,2905.024902,1848.532104,1871.739014,875.475952,4591.817383,189.205902,577.436462,3726.071533,600.263977,1268.554077,2072.195068,1681.180542,244.92627,2318.536133,4628.114746,130.396118,1465.848389,4155.963379,2600.871094,7034.753906,2506.606201,337.037811,250.755539,1518.181885,1371.750122,5443.835449,1258.478394,324.78714,1209.4021,884.630798,1265.853027,693.664307,587.432312,4274.089355,8.699944,2880.276367,729.542908,5148.418945,151.625183,2963.18335,889.174133,252.016052,62.866665,3732.368164,2371.242676,294.044556,1717.737549,213.233795,211.027283,2838.80249,4345.229492,352.600006,8093.26709,1809.804077,2325.008301,692.384338,2323.121582,1684.388916,3303.109619,419.026154,351.907776,6605.280762,589.02832,313.737457,220.84845,3330.827637,746.17157,533.702332,3633.574219,2169.959473,404.516144,486.851196,1469.115723,4.338843,1273.652832,726.132507,1163.917847,2009.338867,190.989441,1255.417847,3998.965576,209.960648,1242.635376,3478.246338
2017-12-01,1478.773193,2778.890869,1924.473022,1963.403931,967.403381,4922.481934,198.592865,616.980408,4098.092773,659.90863,1435.965576,2043.395996,1755.638306,255.162842,2368.449707,4782.345215,123.813171,1564.614624,4302.827637,2584.335938,7382.300293,2659.335205,360.558746,297.788635,1605.523926,1428.33728,5443.835449,1393.001953,372.988739,1267.724609,893.322571,1246.074097,724.756226,636.89856,4637.71582,8.820642,3034.282471,702.30658,5109.042969,156.935394,3027.726563,969.895203,257.769409,64.828865,3746.195313,2403.634277,302.207977,1878.228394,207.942139,214.53952,2874.673584,4391.816406,397.100006,8579.348633,1855.073486,2506.249023,719.766785,2480.0,1695.111328,3718.651367,429.077484,392.851624,7224.373535,612.260315,313.638794,235.925888,3394.547852,779.88855,571.163635,3870.255127,2431.86792,410.534027,466.565765,1476.050171,4.340228,1228.065552,767.139648,1175.422729,2103.868896,205.949707,1417.407227,3992.068115,224.130981,1274.96106,3933.555664
2018-01-01,1630.611084,2721.13501,1776.436646,2074.781738,896.171692,4697.072754,195.502975,557.616882,3872.536621,638.05481,1475.106812,2031.561646,1556.69519,244.22084,2315.600098,4858.59668,120.341354,1449.713257,4361.184082,2540.566895,7322.965332,2471.473877,348.84549,325.55304,1592.766113,1619.562744,5259.884766,1310.143188,386.091156,1265.71167,895.254089,1268.589844,709.824585,626.33252,4630.836426,6.805134,2777.911377,677.210388,4945.632324,158.357758,3406.807861,963.929565,255.222839,66.210037,3878.541992,2048.28125,289.247986,1825.704102,221.857193,216.588348,3326.052246,5002.080566,503.600006,7947.441895,1855.560181,2290.224609,678.497498,2481.5,1518.679443,3699.784668,453.33429,385.25647,6908.489746,599.773071,292.926819,246.774185,3591.500977,732.196167,565.714722,3302.121582,2397.916748,400.09671,453.85379,1583.534424,4.643836,1213.645142,805.983398,1139.469727,1900.975098,205.703659,1466.18811,3870.627197,214.212006,1215.063477,3816.532227
2018-02-01,1699.324585,2619.577881,1771.630127,2089.006348,837.453674,4589.894531,208.76207,513.594482,3763.17627,605.952148,1399.842285,1928.011108,1511.838013,229.258804,2334.195313,4691.429688,128.953262,1534.229248,4495.404785,2336.309814,6561.495605,2400.720947,361.597778,374.075043,1536.278442,1638.099976,5255.907715,1188.779541,369.497955,1253.05835,862.418457,1197.063965,677.692932,601.287048,4618.060547,9.186311,2510.039551,676.43219,4836.36377,151.720001,3086.804199,891.957153,247.677444,65.533737,3978.295654,1988.833374,283.776001,1850.020752,223.719086,220.198135,3421.70874,4770.248047,553.200012,8205.06543,1782.058228,2380.844971,716.246216,NaN,1455.319824,3703.557861,540.718201,373.383667,5701.50293,611.195557,285.628296,253.126801,3329.862061,676.880737,556.179077,3085.288086,2465.818848,346.123627,432.395935,1582.543701,4.666263,1164.322021,797.329651,1106.872437,1661.589478,207.475281,1421.54895,3612.746582,194.32634,1325.350952,3818.499023
2018-03-01,1585.183838,2480.185547,1772.591431,1917.063599,886.545776,4839.588867,201.917404,505.399902,3699.708008,619.460632,1323.823486,2066.078369,1672.04248,217.499481,2577.891113,4507.308594,128.231857,1444.418213,4442.883789,2343.118408,6487.326172,2377.591553,360.180847,380.556335,1518.012939,1565.414795,5468.344727,1236.545166,338.367737,1359.875732,887.528076,1171.235229,641.506165,601.287048,4194.484375,8.398298,2378.153809,698.999329,4587.310059,136.690247,2995.233887,901.675354,243.150208,61.59029,4075.086426,951.323669,259.391998,1862.665527,226.364914,208.295547,3387.830322,4674.960938,530.799988,7096.79834,1731.434326,2315.854492,732.480042,NaN,1428.026489,3406.405518,522.179321,379.49469,5734.650879,609.840271,267.973785,233.384857,3081.739746,633.746277,584.98053,3543.268311,2795.629639,338.225128,424.281769,1499.3302,4.427543,1212.795776,700.859497,1041.677734,1794.419312,202.652542,1528.0,3859.679688,185.237106,1076.728882,3638.538818
2018-03-31,1667.403809,2692.260986,1915.821533,2008.964111,936.022949,5044.71875,204.567093,531.698914,4035.460693,656.45166,1497.521484,2081.857666,1797.741455,238.484604,2391.938477,4650.007324,138.692398,1548.122559,4338.813965,2561.138428,6922.452148,2552.066406,353.568573,421.203369,1645.871582,1590.0,5699.17627,1242.88147,335.402954,1425.625854,878.198547,1214.945435,699.351685,616.549133,4562.682129,9.205865,2553.133545,718.842896,4824.55127,143.802109,3243.359863,961.289185,254.656937,61.59029,4246.938965,1207.953613,276.192017,1970.63208,223.42511,237.173996,3555.229004,5163.18457,538.400024,6980.13916,1857.724854,2608.567383,815.409729,NaN,1515.2677,3849.326904,561.188293,398.526154,5868.0,649.74115,302.789673,301.992981,3263.107178,629.780396,640.6875,3862.254883,3001.276123,343.490753,470.983276,1582.543701,4.730553,1312.594849,761.938599,1089.61499,1887.838013,232.179382,1645.5,3978.724365,201.813263,1186.06543,4209.887695
2018-04-30,1753.046753,2638.495361,1850.935303,2303.440918,1047.593018,5403.573242,194.686676,528.00946,4207.899414,661.918823,1676.952515,2258.386475,2039.77356,195.892944,2515.254395,4760.229492,131.56839,1605.184814,4579.760742,2743.722412,7135.070313,2723.091553,350.011963,469.556244,1818.159912,1709.0,6010.592773,1317.348145,362.896332,1486.693481,1000.703552,1341.109009,694.72406,665.857361,4786.391602,9.362294,2656.552734,777.48407,5380.737793,159.80304,3458.99292,904.101929,264.98587,62.091515,4421.754883,1285.077515,272.639984,2031.9104,234.333496,239.808167,3511.386475,5697.578125,898.0,9024.931641,1794.793091,2720.980713,896.192322,NaN,1640.133667,4136.124023,491.474243,428.819397,5968.0,644.20636,341.25766,311.082062,3199.841797,656.748291,649.015808,4096.02832,3057.940918,342.433624,504.275574,1760.5,4.951232,1299.76355,749.620422,1172.901123,1935.52063,241.824829,1747.0,4046.052734,182.94812,1171.804199,4144.984375
2018-05-31,1653.162598,2726.113281,1870.351563,2246.126709,983.515503,5193.005859,186.553345,498.783203,3751.036133,656.256409,1654.644897,2295.0,2129.488037,208.225891,2477.085205,4310.774414,150.28511,1606.177246,4766.484863,2654.415039,6895.0,2683.169189,335.717773,467.350037,1850.741577,1673.0,5994.45166,1133.901001,353.093597,1511.777832,1034.158691,1360.977295,692.254089,649.617004,4692.930664,8.805014,2794.552246,827.637878,5679.677246,171.006943,3563.363525,930.653198,261.253693,61.934349,4453.707031,1275.919067,295.100006,2032.640259,211.198013,250.214142,3569.178955,5943.163574,1027.5,8222.495117,1718.977661,2433.701904,879.691895,NaN,1610.358154,4098.07959,487.998199,503.120117,5820.0,671.484863,349.425507,313.916321,3121.748779,628.599976,663.689636,4260.868164,3040.093018,318.204376,475.277679,1698.0,5.28275,1287.88269,688.029541,1129.114136,1926.276001,254.717178,1662.5,4124.903809,175.31813,1134.249512,3959.0
2018-06-30,1690.229004,2455.0,1942.420166,2313.322754,996.430359,5798.016113,191.449142,516.783508,3699.502686,651.787415,1701.78186,2265.0,2107.0,223.235733,2734.0,4388.124023,141.800903,1639.5,5101.985352,2592.89209,7050.0,2762.028076,336.696808,521.718384,1874.0,1619.0,5857.992676,1030.27832,326.270203,1562.967529,1151.251831,1397.733643,711.540161,710.0,4680.005371,9.476,2893.57959,782.439941,5842.635254,162.014343,3760.0,931.073364,258.012573,61.276203,4379.993164,1205.061401,308.0,2078.228516,214.375427,259.448212,3796.0,5831.17627,1106.0,8212.587891,1788.846802,2482.0,919.054382,NaN,1650.058838,4093.689941,452.754944,461.525085,5670.0,636.694946,337.970581,327.0,3077.265137,622.0,659.327148,4346.785156,3103.552246,305.112762,493.94873,1614.0,5.345,1188.083618,683.4599,1186.184814,1934.5,258.289337,1631.0,4285.294922,186.0,1168.593018,3915.0
2018-07-31,1503.726318,2289.0,2039.492188,2334.074463,800.323303,5728.81543,173.425507,524.525574,3610.310303,627.500854,1594.317261,2398.0,2236.0,207.79567,2638.0,4592.407715,136.605515,1658.5,5062.28125,2533.35376,6955.0,2656.061523,323.969116,465.987244,1920.0,1525.0,6024.66748,889.668579,305.835632,1542.017334,1084.341553,1432.0,651.539001,690.799988,4727.72998,8.964,2717.310791,755.67804,5101.375488,157.886581,3496.0,905.100525,249.762451,58.250702,4606.115234,1258.084106,301.600006,2125.798828,221.325989,261.384399,3924.0,5500.0,1072.5,6949.494141,1719.473267,2433.0,911.897583,NaN,1697.203369,3569.358154,448.0,467.58905,5022.0,624.241699,323.726624,324.200012,3039.701416,595.400024,652.585144,4494.14209,3103.552246,309.606903,484.148163,1611.5,5.432,1253.0,622.961792,1113.370483,2001.0,244.595947,1422.0,4321.702637,164.5,1253.394531,4596.0
