,AAL.L,ABF.L,ADM.L,AHT.L,ANTO.L,AZN.L,BARC.L,BDEV.L,BKG.L,BLND.L,BLT.L,BNZL.L,BRBY.L,BT-A.L,CCH.L,CCL.L,CNA.L,CPG.L,CRDA.L,CRH.L,DCC.L,DGE.L,DLG.L,EVR.L,EXPN.L,EZJ.L,FERG.L,FRES.L,GLEN.L,GSK.L,GVC.L,HLMA.L,HSBA.L,IAG.L,IHG.L,III.L,IMB.L,INF.L,ITRK.L,ITV.L,JMAT.L,LAND.L,LGEN.L,LLOY.L,LSE.L,MCRO.L,MKS.L,MNDI.L,MRO.L,MRW.L,NMC.L,NXT.L,OCDO.L,PPB.L,PRU.L,PSN.L,PSON.L,RDSA.L,REL.L,RIO.L,RMG.L,RMV.L,RRS.L,RSA.L,RTO.L,SBRY.L,SDR.L,SGE.L,SGRO.L,SHP.L,SKG.L,SLA.L,SMDS.L,SMIN.L,SMT.L,SSE.L,STAN.L,STJ.L,SVT.L,TSCO.L,TUI.L,ULVR.L,VOD.L,WPP.L,WTB.L
2014-01-01,1200.165405,2574.385986,1220.838623,729.152039,733.520691,3109.880127,243.029846,318.131744,2053.253174,530.680481,1318.891968,1276.775879,1298.78894,319.435211,1428.74353,2190.695313,225.133484,897.23877,2302.105713,1381.954956,2546.773682,1566.560547,232.19928,64.414635,939.114258,1396.616333,3063.502686,730.319275,278.833191,1212.447388,279.671387,563.865295,466.810089,354.293854,2455.083252,3.038424,1744.486938,401.676025,2605.09668,165.872589,3081.749023,934.254761,165.130066,71.940727,1588.020264,761.620056,378.57843,802.725525,50.091003,195.374329,473.435272,5474.546387,523.0,2391.672363,1077.051392,1075.575806,885.442261,1622.695435,781.390198,2518.469238,478.836609,124.400803,3953.839355,390.140411,111.001961,279.569336,2121.283447,361.715149,268.75882,2970.718018,1482.394775,357.657898,257.430939,1248.90332,9.979184,957.796387,1055.91394,656.989502,1440.789185,301.110229,NaN,1989.328735,181.925812,1061.301514,3401.066895
2014-02-01,1279.563477,2842.729492,1212.389771,811.314819,776.643677,3291.628906,224.83606,369.725159,2175.47998,569.559814,1416.585815,1446.951416,1382.205444,341.519836,1315.365356,2157.409668,230.77626,944.730835,2425.311279,1550.85083,2913.362061,1634.426147,231.935654,52.836594,976.137207,1462.029785,3244.589355,903.052246,284.626068,1295.783813,307.652344,574.699829,468.820374,371.55365,2420.186523,3.425754,1983.924805,405.948547,2705.363525,170.430923,3111.313477,986.006653,184.381165,71.275719,1749.407471,795.638794,404.787048,953.182129,44.974487,191.628113,451.029297,5899.37207,562.5,2602.303955,1188.44043,1184.526123,806.612366,1680.166992,806.496826,2665.221191,480.438141,135.357101,4476.239746,391.145386,122.60881,277.705017,2332.809326,382.445404,284.544189,3241.138672,1732.169312,375.065399,276.552216,1188.108398,10.59745,1048.491089,1077.207153,746.578979,1543.404907,309.428711,NaN,2076.080078,191.777313,1087.065186,4068.405518
2014-03-01,1275.802368,2636.968018,1206.475586,880.776794,720.583923,3216.17749,210.984482,346.61734,2079.44458,534.421997,1354.515259,1468.108032,1251.250488,316.268402,1323.33728,2012.553223,238.517059,915.230225,2430.009277,1473.440063,3002.706299,1636.200684,208.260193,60.115292,976.137207,1485.023071,3183.917236,800.55127,266.98822,1250.783325,303.588226,542.667358,452.292175,354.718933,2401.499023,3.237786,1972.527344,410.61026,2825.867188,161.651932,3119.898193,926.99408,157.000107,64.470291,1700.218262,843.366394,362.981873,912.306641,40.685196,173.46701,489.342499,5781.121094,460.600006,2504.918457,1112.573364,1102.608521,846.425476,1711.65979,806.9375,2591.456543,450.811035,129.608734,4245.214844,405.740234,113.304901,256.22464,2233.925781,376.94809,264.692596,2875.046143,1503.779541,363.043915,254.296021,1104.732422,10.085446,1097.814331,1067.4104,703.917358,1520.879395,277.658661,NaN,2199.130615,169.672882,1028.057983,3773.724609
2014-03-31,1351.26709,2817.127686,1181.129639,809.925781,678.7547,3869.535156,227.978943,310.485138,1820.704712,569.952026,1437.789917,1546.296875,1331.976318,307.101135,1326.880249,2084.807861,238.7341,942.232422,2458.67749,1540.880249,2793.622314,1597.955322,225.997238,72.636177,1025.801758,1417.482544,3193.255859,808.143982,275.374786,1282.612915,317.406128,529.00647,458.15094,343.580872,2542.341064,3.090502,2081.614746,374.716125,2673.167969,153.632629,3121.808594,970.698242,162.445663,65.083473,1563.856689,787.006958,354.620819,854.472168,39.123188,163.612793,426.780426,5711.047363,336.0,2259.302246,1213.232788,1074.756714,883.053406,1833.530884,768.17627,2553.417725,423.986633,118.406792,4534.940918,444.70578,109.528061,272.11203,2233.784668,384.431122,287.724121,3307.581055,1368.627808,371.218506,246.851563,1171.039917,9.230503,1139.664307,1123.305542,656.989502,1539.233398,275.355865,NaN,2270.402832,172.484055,1058.80835,3699.374268
2014-04-30,1244.925049,2861.693604,1253.024048,815.482605,723.735413,3553.849121,223.278351,302.746216,1789.750854,590.174988,1399.582764,1538.018066,1375.029907,330.852539,1215.27356,2136.795898,251.597427,995.747925,2545.811768,1469.942139,3232.974854,1687.194458,228.705368,79.04747,936.405273,1324.831055,3127.387451,764.960693,279.568146,1258.24939,373.498108,557.741394,477.18689,334.653381,2966.902588,3.51445,2164.651855,411.917236,2684.206299,155.751938,3063.624268,976.182068,182.492004,67.242554,1689.855713,850.475098,361.132813,952.063354,42.032536,164.264313,470.428406,5816.158691,386.700012,2317.705322,1237.345337,1096.055298,961.905457,1831.968384,855.154053,2420.777588,409.973785,112.609261,4133.626953,434.783173,110.179733,280.542023,2260.003174,369.464996,303.841736,3342.830811,1535.775024,393.518677,251.466751,1158.759399,10.111338,1162.831055,1176.775635,676.033203,1641.849121,295.177917,NaN,2301.315918,161.354828,1069.612305,3795.485596
2014-05-31,1221.436035,2891.088379,1331.230713,810.388672,700.329956,3601.140625,193.119156,316.730835,1919.120972,579.857178,1415.689819,1492.024658,1330.182251,320.768646,1188.700439,1957.860229,234.354477,1025.475586,2128.136475,1347.821289,3348.963379,1640.596558,243.603302,66.752869,892.15863,1181.957031,3012.636719,827.600159,287.182281,1243.604614,366.427429,555.38623,453.910706,315.012878,3050.04834,2.937523,2141.042725,382.751434,2555.824707,152.416214,2956.796875,946.93634,178.686798,64.124825,1732.148926,881.450134,350.230591,944.062805,39.06041,156.455505,489.464539,5671.630859,371.299988,2392.477539,1197.603882,1042.809082,947.940918,1914.544067,845.262695,2461.559814,399.564301,113.293121,4623.17334,430.252319,104.017128,265.366577,2190.087891,349.844727,283.859619,4474.731445,1453.066162,368.037964,219.231689,1137.707153,2.028682,1171.05188,1046.609009,658.322449,1611.815308,276.361633,NaN,2297.133789,150.187057,1058.80835,4042.946045
2014-06-30,1365.787598,2642.620117,1252.164673,827.522705,743.928467,3604.458496,204.826111,295.965759,1945.312256,580.269836,1520.205322,1463.508789,1268.292358,323.768829,1232.103149,1903.771484,231.655579,882.858521,2031.4198,1245.4552,3164.831055,1570.260132,257.327576,76.90593,932.616577,1121.343872,2911.999512,883.59613,317.616241,1142.223999,363.100006,530.419678,487.213287,281.258453,2236.146484,3.199543,2093.012207,389.862366,2383.825439,178.503159,2859.665283,960.301697,185.821579,64.124825,1672.597412,863.169006,354.348969,927.172791,39.510555,143.82988,460.096649,5930.029297,336.200012,2439.197998,1221.270142,1026.425537,937.262207,1932.355347,858.301453,2686.057617,334.224762,120.215416,4857.509766,415.662903,110.646591,263.179718,2088.711182,336.182465,294.302246,4789.040039,1411.276245,368.726959,207.667755,1118.40918,2.054747,1088.846436,1079.910522,627.652588,1654.861572,250.884216,NaN,2226.946289,158.234283,1002.416565,3945.746094
2014-07-31,1306.851196,2723.477539,1147.316162,907.172363,720.981934,3789.05835,203.691696,313.510132,1903.247314,608.7854,1429.178101,1514.101563,1294.882935,322.518707,1286.723877,1991.556274,239.452408,929.561035,2109.748535,1254.434448,3342.420898,1561.028442,269.878265,90.317413,961.044312,1155.97998,3045.561279,913.017578,319.68927,1172.439331,374.449402,589.376404,499.15625,307.105682,2685.185303,3.332609,2170.525879,412.316498,2604.170654,180.641449,3051.979492,996.209534,191.608688,65.869362,1783.816772,885.004944,354.101868,918.283325,40.937115,151.422302,488.583496,6304.984863,328.299988,2551.352539,1294.948364,1084.586914,912.61908,1929.980591,883.47937,2544.707031,367.393677,133.161697,4824.303711,415.209778,118.396523,244.170898,2128.912109,358.588593,304.334564,4820.373047,1495.72644,378.171173,224.934052,1154.373535,2.219205,1180.950806,1063.259888,619.44519,1663.41394,223.607849,NaN,2304.065674,165.143524,1069.300659,4024.606445
2014-08-31,1196.907349,2548.444336,1102.626709,976.076965,661.779602,3732.942383,207.348709,335.716034,1850.251221,585.450623,1284.945313,1480.98645,1376.895264,322.813171,1213.014771,2199.341064,230.75592,945.694275,2009.633179,1279.457886,3198.479736,1598.809814,269.298523,104.089218,901.896118,1232.179321,3049.322021,721.302917,302.752136,1138.503052,426.361725,583.654236,483.926849,312.12207,2781.098633,3.2487,2201.095703,396.270844,2436.819824,177.733368,2821.010254,956.62439,183.664185,66.387543,1770.641357,1076.418579,333.262634,908.0495,37.183712,143.573959,466.949127,5869.54541,265.0,2728.913818,1238.546509,1092.778687,1034.269287,1890.188721,895.013,2440.084717,322.786255,113.715858,3993.214844,439.042206,110.689301,211.536301,2111.736084,332.812439,302.707153,5228.679688,1506.173828,407.980743,210.915207,1108.759888,2.227234,1203.511597,1015.300354,638.379944,1605.258667,181.064514,NaN,2259.816162,163.266449,1049.828003,3809.116943
2014-09-30,1138.532349,2619.789307,1168.721802,977.012817,650.911194,3818.670166,219.518875,354.955536,1874.921387,607.11853,1232.814331,1559.175171,1395.120239,312.523224,1236.674438,2220.763428,230.521927,954.7099,2246.574219,1257.67981,3265.776611,1646.281494,252.639435,103.448669,860.629883,1298.853882,3119.866943,661.985291,285.080292,1142.128784,412.745422,594.144714,494.284027,347.917053,2769.411621,3.050795,2239.928711,389.788147,2530.722168,173.627899,2874.159424,1026.361084,185.349182,66.612099,1909.979736,1025.266724,334.992371,945.772644,40.677219,132.057297,484.569855,5727.361816,248.699997,2877.344238,1298.403564,1198.452148,975.883362,1791.611938,930.342407,2391.789795,363.114014,111.496498,3489.437744,437.954742,115.763367,206.489685,2129.400146,344.015472,316.962708,4078.075684,1433.912354,386.941437,209.64772,1021.918701,2.355607,1243.96582,836.450562,651.497498,1707.030518,168.812027,NaN,2197.747803,165.582855,1031.202026,4001.682373
2014-11-01,1142.856445,3046.908447,1085.554443,986.371094,682.877625,4017.441162,223.484406,396.936371,2110.931396,646.404541,1161.24353,1642.883057,1503.558838,348.83551,1321.303589,2517.103027,216.881165,1034.427368,2402.144287,1371.106934,3328.400146,1774.365234,269.57373,119.542473,928.948425,1431.337036,3434.590088,675.746948,285.525879,1196.515625,417.141052,638.967896,497.366608,388.983551,3168.041016,3.76317,2445.662109,390.435974,2184.250977,185.759567,3214.345947,1101.460327,197.946518,69.393005,2137.471191,1094.948853,402.369751,983.49585,41.090145,156.011139,464.501831,6020.615723,325.0,3210.26123,1393.364746,1255.794434,1026.762573,1709.063965,1008.248291,2408.693115,343.855499,131.621948,4034.958984,424.271515,111.910851,196.312424,2380.229736,370.793457,327.05014,4464.038574,1629.483032,421.864716,234.538986,1039.076172,2.48369,1275.862427,834.225464,694.347595,1747.226074,182.529022,NaN,2365.594971,186.869797,1157.189331,4206.16748
2014-12-01,1038.213379,2999.344971,1157.341064,1078.083008,697.23938,3828.755127,222.916656,406.163452,2039.388062,653.979675,1062.874878,1633.157837,1490.801147,341.436981,1117.466064,2621.212402,212.613632,1044.866333,2605.822998,1401.051758,3348.834473,1655.686157,266.644501,123.706032,997.725403,1446.923218,3526.439941,726.997437,266.276917,1123.556885,417.575073,655.65741,475.192108,413.300323,3033.606934,3.155469,2377.910645,381.522095,2183.31543,186.626785,3300.320557,1072.71582,199.471039,65.480736,2105.243164,960.029358,399.795197,943.078247,42.376663,160.992996,450.307343,6060.60498,400.0,3738.174561,1342.958862,1292.657104,992.565002,1749.631958,996.471985,2414.729736,359.506897,135.541061,4155.447754,394.186493,113.978058,211.52655,2372.280518,424.167358,308.709198,4440.527832,1633.875244,406.243683,262.227386,986.089478,2.366637,1261.859009,857.282532,712.274719,1715.582886,185.025406,815.550537,2318.181396,180.689316,1161.507202,4373.974609
2015-01-01,962.541992,2974.361084,1267.647339,1018.189575,602.266541,3986.34375,214.357025,395.297943,2066.893555,698.16748,1104.594604,1756.292603,1575.547241,355.383575,974.597839,2691.255127,223.892075,1092.317261,2600.904785,1454.589355,3325.271729,1764.512695,286.049957,136.43692,1075.672607,1612.310669,3694.823486,853.225403,221.808319,1197.861816,397.173828,664.24054,475.972839,462.954132,3111.928223,3.168339,2581.165283,414.909302,2144.962646,190.789444,3168.190674,1188.615601,214.956894,63.693016,2251.544922,1009.541809,404.471191,1067.923706,42.091206,157.234756,496.806458,6477.412598,411.0,3833.296631,1458.172363,1304.125488,1126.853394,1639.543457,1047.201416,2354.361816,363.77182,140.244019,5393.543457,411.67569,113.60218,218.986145,2559.519287,437.374237,343.807526,4754.97998,1901.795776,400.970978,258.073517,1012.134033,2.474809,1251.745605,790.248413,750.315125,1871.821411,220.02359,897.105652,2584.577637,190.306046,1265.999634,4614.860352
2015-02-01,1046.429199,2995.449219,1291.284546,1116.888428,710.6745,3756.475342,235.183945,444.537689,2232.381104,703.575745,1237.410767,1755.366821,1705.855713,387.528839,1057.406738,2623.906006,186.170303,1110.059448,2671.416748,1660.57312,3647.618652,1733.61145,299.689178,157.575058,1098.598511,1499.743408,3799.099854,779.19696,267.569092,1258.694092,421.835785,679.499512,450.753204,493.137543,3097.899902,4.221921,2721.050537,448.134521,2366.661865,195.385742,3311.982422,1171.821899,224.264511,68.227104,2361.027832,1041.204956,421.254578,1194.565674,44.231735,171.044159,574.631348,6710.187988,368.700012,4142.432617,1466.723389,1445.023682,1184.405273,1720.789551,1012.778015,2569.272217,351.562439,182.630722,4914.433594,388.658844,127.132973,233.133636,2715.845947,441.29071,358.89679,5167.391113,2200.460938,425.148621,299.036804,1037.280151,2.516832,1245.771851,882.208435,829.019592,1766.574829,240.239319,897.105652,2528.123047,182.109497,1325.586426,4845.373047
2015-03-01,875.195313,2701.176025,1339.43396,1017.401001,678.70813,3999.90918,222.092743,455.748108,2251.148193,706.972656,1127.94519,1695.187988,1579.192261,372.476715,1105.63623,2976.141357,192.800186,1129.331299,2681.144775,1587.979492,3791.827148,1684.282104,291.999847,150.288818,1024.319092,1671.484985,3820.145752,647.748962,254.781036,1281.314209,421.392639,666.147888,448.176575,512.693054,3079.198486,4.126124,2727.868408,457.454163,2336.727783,219.321136,3289.639648,1169.023315,223.542343,67.605278,2341.0354,1133.332153,446.721924,1165.824097,40.928257,169.121307,650.498352,6289.401855,353.799988,5314.768066,1504.977905,1362.286865,1210.261963,1655.481689,1049.918945,2231.210449,366.615082,180.701324,4452.400879,381.409424,128.448456,222.244354,2826.246582,432.264648,347.558899,5255.554688,2305.872314,387.167786,281.120514,1004.051147,2.596599,1186.373779,973.454773,817.213928,1790.929443,236.763992,931.697754,2502.022217,178.903915,1322.131958,4836.152344
2015-03-31,989.1604,2738.559082,1363.946655,1056.820435,724.109802,3887.515869,236.875137,447.987061,2148.784424,712.664124,1232.647827,1702.594727,1589.216064,387.571381,1254.874268,2698.934082,194.629089,1114.877563,2775.190674,1689.772461,3920.012451,1640.805054,299.410217,151.890167,1071.087524,1610.203125,3704.385498,682.865112,276.480682,1255.207031,394.363312,679.499512,517.873718,463.379242,3277.935303,3.258055,2720.198486,451.376373,2443.36792,219.928207,3249.799072,1172.467529,208.618134,66.827995,2426.718018,1206.267822,462.169342,1188.278564,39.158424,163.265442,745.943848,6580.370605,356.0,5649.104492,1488.264282,1392.596436,1100.996582,1697.940552,980.166138,2382.616455,391.117432,190.830704,4750.950195,389.305939,126.193336,233.30513,2914.841064,450.140533,366.53183,5238.508789,2406.891357,385.783844,284.866547,1039.448486,2.56693,1225.18042,990.274658,780.485107,1848.336426,216.352448,959.954834,2547.352051,187.100494,1317.813965,4845.373047
2015-04-30,918.4422,2902.470215,1303.540527,1051.189209,697.164124,3780.309082,250.514252,515.132935,2639.276855,737.917664,1167.995239,1755.366821,1544.564941,379.875214,1304.013794,2859.660156,218.402451,1102.35083,2897.299316,1691.620117,4901.193359,1644.428101,316.393829,134.995712,1142.615723,1429.021973,3894.032471,722.759583,263.412994,1204.650513,417.618256,728.137268,497.577423,471.031372,3237.331299,4.815521,2871.888428,482.908203,2339.533936,239.140244,3399.417236,1232.539795,219.895737,76.524094,2339.131592,1270.562988,486.801666,1346.710693,43.455376,149.456039,744.475464,6732.569824,364.5,5812.37207,1486.43689,1607.220215,1116.459351,1601.892944,1000.336853,2358.66626,438.1987,201.743958,4531.77832,392.674561,139.943405,215.727936,3028.848877,526.553284,364.139526,5533.083008,2390.286621,406.653198,292.548523,1088.470459,2.611774,1318.633179,968.066895,808.931885,1910.962524,208.12912,909.720154,2584.89502,207.226669,1329.904053,4720.896484
2015-05-31,822.211609,2751.979004,1232.130737,1031.47937,644.362854,3474.685547,242.672668,534.711426,2854.240479,679.277954,1057.503418,1630.117432,1431.570068,382.851563,1244.86438,2948.848633,207.545242,1014.663818,2725.919434,1650.045654,4763.469238,1667.525269,288.823181,98.644547,1062.834351,1373.06897,3915.230225,660.428162,233.545197,1110.626709,409.918121,726.706726,460.253937,420.612335,3030.637207,3.301583,2630.263916,454.232727,2321.00415,231.236221,2951.544434,1130.225098,205.914429,74.318253,2268.223633,1306.066406,456.433075,1250.908081,40.555038,166.481781,783.461914,6669.899902,445.899994,5245.523438,1400.101196,1617.869507,1029.329346,1495.34729,954.238342,2158.806885,430.254242,212.572754,4101.091797,361.628448,140.895386,234.452927,2851.104004,478.607574,346.710205,5002.850098,2185.456299,370.215302,318.005676,1024.923462,2.5037,1216.468628,943.078125,804.05072,1810.065186,208.080154,808.465698,2444.323975,186.53241,1231.456787,4610.52002
2015-06-30,726.160095,3100.739746,1315.63501,921.198303,529.882141,3734.919678,269.17572,552.549744,2873.860596,719.940552,1001.19928,1720.158447,1466.197754,394.969879,1217.564819,3223.856934,209.669464,996.116638,3011.198486,1761.834839,4820.630859,1620.878174,314.712341,80.709183,1117.328613,1460.107056,4101.208496,615.701782,190.275757,1172.351563,377.305847,721.938293,468.004242,454.026703,3186.539307,4.915181,2818.078613,495.375,2318.162598,246.517303,2873.411377,1226.038086,215.676559,72.539642,2498.873779,1341.569702,463.245514,1405.104614,45.356487,168.047134,866.242798,7153.355469,397.0,6069.638184,1377.261108,1676.849854,1027.620972,1540.128052,1030.761841,2053.509521,422.309784,236.379349,3696.246582,467.968292,139.848206,234.099426,2839.433838,486.545441,383.448181,5577.269043,2439.268311,376.80246,329.951965,1024.923462,2.586154,1199.83728,907.168701,868.836365,1964.271729,211.163895,864.979797,2602.80249,202.59523,1291.472778,4837.971191
2015-07-31,663.319336,3079.580566,1376.930542,887.410095,569.13269,3530.882568,244.628998,556.465393,2876.419189,708.027222,933.464844,1631.05542,1306.713989,371.92395,1241.768799,3013.289795,191.338165,1005.834778,2631.641846,1775.693237,4558.639648,1535.282593,303.703003,63.21418,1031.738159,1494.744629,4053.993652,590.483582,132.964325,1125.743042,415.242371,726.936584,419.565033,458.277832,2287.077881,4.367274,2709.162842,510.532074,2402.476318,219.731506,2666.410645,1182.594116,209.058167,67.465355,2404.125244,1145.812622,444.08551,1348.5354,43.75079,154.787521,746.013489,7195.838867,344.5,7063.800293,1295.493164,1722.723755,944.762146,1384.022827,963.457886,1972.162231,399.050171,241.374207,3789.083496,468.878754,141.181,214.480652,2547.68042,481.40918,358.500458,4924.296875,2327.947266,346.951843,325.173309,1000.412476,2.390463,1212.195313,708.003235,812.481873,1851.085205,187.325989,907.365234,2348.520508,189.904236,1186.924805,4471.626953
2015-08-31,506.430939,3212.304688,1334.290283,883.934143,466.987854,3664.308594,228.251007,560.816223,2924.852783,724.001038,850.913574,1660.130859,1266.892212,363.526215,1305.30542,3124.470703,180.323639,1023.327698,2711.233887,1608.471313,4752.990234,1635.832153,326.452423,58.370033,984.291138,1578.22998,3717.684814,564.034363,83.748772,1077.607422,377.703705,694.681824,407.267578,499.939453,2713.988525,4.140829,2947.353271,472.475952,2303.004883,216.042969,2413.074463,1189.200195,199.523422,66.148712,2325.319824,1154.44397,426.628662,1270.592896,45.753296,152.945923,820.910461,6905.464355,320.0,7240.396484,1283.542603,1644.902222,977.795227,1322.519043,1050.604736,1875.766113,394.578033,236.63884,3696.246582,366.635925,140.863312,230.652878,2542.701416,466.373871,371.208099,4422.538086,2138.255859,323.354736,324.514526,912.354248,2.324123,1232.796753,599.779114,754.352417,1946.446899,179.347366,956.030273,2422.194824,174.616394,1206.253174,4351.376465
2015-09-30,502.478027,3322.908203,1455.531616,950.466919,493.695313,3637.142578,216.892197,532.971191,2905.58667,751.631287,913.603027,1743.606567,1229.848511,402.859131,1448.263184,3301.551025,177.884689,1087.467773,2900.338379,1656.748901,4958.770996,1735.61731,343.432495,67.85817,1030.807617,1554.25,3678.182861,696.103271,105.747551,1195.922974,369.361755,735.120667,414.535736,495.263153,3090.670898,4.448972,3021.619873,477.94516,2486.790527,221.663589,2548.121582,1272.56189,219.215988,64.890152,2446.440186,1224.268066,436.847321,1381.758423,46.099483,155.155853,750.940979,7259.35791,376.799988,7092.060547,1399.139893,1633.433716,747.445007,1438.260498,1078.447632,2001.807617,382.967743,249.028641,4180.529785,385.859192,147.949554,235.425018,2704.056396,508.958344,388.753326,4838.589844,2315.479248,355.999115,318.830017,873.318237,2.502692,1248.453857,675.219666,866.548218,1999.029541,179.445267,948.965881,2608.864014,179.475006,1280.930298,4629.163574
2015-11-01,375.663452,3410.428711,1462.750732,1040.761108,475.87915,3945.605225,208.665253,531.545654,2811.88623,726.256348,699.711975,1800.82019,1152.983154,430.106262,1505.259155,3162.807861,174.305664,1121.481567,2870.287109,1818.609863,5687.582031,1764.721436,358.583923,66.817268,1145.238525,1468.10022,3770.676025,681.799744,90.905304,1153.78894,353.627777,830.440979,438.059906,482.084442,3037.198975,4.462291,3114.021729,524.646362,2697.015137,239.799438,2789.624268,1169.920776,227.512024,64.212479,2547.373535,1250.587769,427.905975,1418.507202,50.255619,141.702637,882.010681,7186.764648,370.0,8050.270508,1418.022217,1568.718872,716.644897,1398.261353,1111.858887,1874.493164,418.056671,271.661652,3868.521484,403.277405,152.833344,224.290054,2715.840576,547.713867,381.320465,4564.484375,2325.948486,351.262604,349.234589,964.484985,2.683314,1181.704834,547.942871,912.818054,2007.050781,163.683853,864.979797,2575.312988,187.851913,1363.980347,4239.516113
2015-12-01,275.278198,3214.228027,1497.041138,1063.572388,440.059265,4045.504883,205.529861,553.656677,3229.597412,684.45752,667.312134,1790.313477,1106.678467,408.663788,1352.95813,3549.607422,174.305664,1141.889771,3044.408936,1833.493652,5423.274902,1715.290771,354.8396,58.650269,1117.328613,1545.36853,3611.205078,675.124756,85.049232,1185.078247,440.017395,832.847839,443.602905,519.069824,3158.401855,4.276696,3140.373535,515.810974,2649.313965,244.7547,2619.089355,1118.60022,224.411453,64.309288,2637.733398,1554.702271,390.288696,1225.575562,50.376835,137.707062,828.301575,6615.09082,304.100006,8571.130859,1410.192993,1660.466431,638.560059,1323.514038,1110.930786,1680.126465,381.849701,280.081055,3965.186523,390.992981,152.546051,232.373886,2697.710938,563.589539,371.121307,4615.572266,2118.498779,329.610016,333.834717,877.18634,2.703502,1259.166626,554.3349,905.630554,1940.208496,146.356079,950.535828,2659.369873,188.221619,1388.86084,4128.634766
2016-01-01,255.054047,3051.2771,1600.814331,854.469727,356.510864,3932.460205,174.639359,530.219055,3180.263672,644.400208,593.907837,1774.167358,1116.078979,424.001465,1335.2052,3195.197266,163.676285,1124.135498,2660.843994,1724.656006,5178.939453,1741.161011,326.191193,49.922787,1126.456299,1374.845215,3388.131348,688.474792,84.109253,1242.045044,413.910645,809.978149,407.284027,466.694305,2177.743652,3.733639,3315.056885,535.164307,2699.876953,236.082962,2294.841797,981.658752,204.048523,57.611687,2378.189941,1259.60022,365.874054,1043.668579,51.458569,162.144989,954.936584,6327.264648,264.100006,9637.081055,1259.59436,1667.838989,667.625,1316.575684,1141.558228,1454.779785,400.688538,2704.394531,4753.821777,368.899445,150.056274,220.072815,2469.275879,579.932312,386.710236,3841.397949,1796.099121,307.449921,330.752472,880.921143,2.475899,1194.889893,463.174988,856.216125,1978.902832,169.753464,930.912842,2803.401855,190.691498,1347.985596,3752.451904
2016-02-01,441.483887,3299.253662,1562.914551,881.612488,463.220306,3599.022949,161.541412,521.816956,2922.963623,579.187073,639.214783,1835.902344,1232.82373,425.444458,1284.749512,3285.177002,166.233734,1251.118042,2974.351563,1715.353638,5404.11084,1717.600586,338.38205,54.806973,1119.830078,1337.543213,3625.877686,953.566101,125.252106,1207.95105,464.225464,859.361084,380.272369,474.912292,3238.012207,3.950182,3259.455566,578.077881,2787.646973,219.978363,2397.322998,964.867432,190.221832,63.71962,2574.289307,1447.131592,366.823059,1186.989258,56.928761,184.910324,872.155762,6181.074707,260.0,10219.518555,1158.27417,1789.076904,745.276062,1428.891968,1152.69519,1616.044678,396.761932,267.112427,6206.669922,399.060394,158.866211,228.423172,2371.374756,557.05249,359.107819,3721.538818,1916.4375,282.075836,327.439453,935.541016,2.459276,1163.932129,423.298676,770.864075,1930.989868,176.606262,841.43219,2809.762695,187.114441,1353.317383,3678.34082
2016-03-01,507.534058,3244.040039,1789.410767,824.364929,440.152985,3527.806641,140.838196,495.726135,2895.074463,615.661011,687.331482,1921.38147,1274.851685,385.217377,1382.857788,3467.490967,181.977982,1213.564819,3041.41333,1828.842407,5892.780762,1759.672974,322.359833,72.061768,1178.519409,1400.137695,3853.836426,908.271667,147.858582,1238.748169,479.414856,882.600098,358.969177,478.804993,3411.501953,4.115186,3427.616699,583.968445,3021.381836,213.430328,2572.645264,1052.84021,197.093277,59.86475,2710.790039,1540.338501,350.431641,1227.412964,61.705647,184.631531,1041.659424,4933.895996,290.100006,9183.373047,1198.341675,1707.978516,766.098633,1490.300415,1200.956177,1728.192017,419.449005,285.920349,6096.605469,428.304657,169.304108,248.08696,2432.110107,596.343262,354.613861,3889.53833,1611.999023,295.016571,343.344025,1004.632874,2.591766,1253.853271,464.699188,825.219849,1964.438599,187.766525,939.076416,2886.72583,188.391953,1445.730347,3714.927246
2016-03-31,701.777832,2967.972412,1675.711426,865.869385,453.093231,3550.858398,164.446884,470.961884,2694.452637,638.303528,830.40564,1936.577759,1110.47522,387.578552,1308.108643,3139.410645,190.529419,1204.670654,3013.39624,1882.808594,5806.544922,1726.47168,322.64917,113.697456,1184.198975,1357.737183,3768.130615,1061.319092,153.122452,1279.981201,514.540283,863.718445,386.478302,454.151062,3280.132568,4.042251,3299.402588,550.730957,3107.243652,199.27243,2706.715576,1090.529907,186.95369,59.028652,2607.933838,1500.114868,365.356476,1201.688721,64.613853,177.569641,1031.804565,4646.084961,295.600006,8658.203125,1266.070557,1715.72644,706.667419,1574.815674,1122.995972,2033.089233,424.858948,261.952118,6526.976074,427.570221,168.633789,259.400391,2328.659912,561.264221,370.875641,4203.435059,1627.265869,275.816864,324.233826,1047.193481,2.525669,1268.980225,542.927612,778.950012,2013.255981,168.480804,862.488159,2796.987061,186.688599,1418.184082,3632.373291
