,AAV.TO,ABX.TO,AC.TO,ACB.TO,ACO-X.TO,AD.TO,AEM.TO,AGI.TO,AIF.TO,ALA.TO,AP-UN.TO,APH.TO,AQN.TO,ARE.TO,ARX.TO,ASR.TO,ATA.TO,ATD-B.TO,AX-UN.TO,BAD.TO,BAM-A.TO,BB.TO,BBD-B.TO,BBU-UN.TO,BCB.TO,BCE.TO,BEI-UN.TO,BEP-UN.TO,BIP-UN.TO,BIR.TO,BLX.TO,BMO.TO,BNS.TO,BPY-UN.TO,BTE.TO,BTO.TO,BYD-UN.TO,CAE.TO,CAR-UN.TO,CAS.TO,CCA.TO,CCL-B.TO,CCO.TO,CEU.TO,CFP.TO,CG.TO,CGX.TO,CHE-UN.TO,CHP-UN.TO,CHR.TO,CIGI.TO,CIX.TO,CJR-B.TO,CLS.TO,CM.TO,CMG.TO,CNQ.TO,CNR.TO,CP.TO,CPG.TO,CPX.TO,CRR-UN.TO,CSH-UN.TO,CSU.TO,CTC-A.TO,CU.TO,CUF-UN.TO,CVE.TO,CWB.TO,D-UN.TO,DGC.TO,DII-B.TO,DOL.TO,DOO.TO,DRG-UN.TO,DSG.TO,ECA.TO,ECI.TO,ECN.TO,EDV.TO,EFN.TO,EFX.TO,EIF.TO,ELD.TO,EMA.TO,EMP-A.TO,ENB.TO,ENF.TO,ENGH.TO,ERF.TO,ESI.TO,EXE.TO,FCR.TO,FFH.TO,FM.TO,FNV.TO,FR.TO,FRU.TO,FSV.TO,FTS.TO,FTT.TO,FVI.TO,G.TO,GC.TO,GEI.TO,GIB-A.TO,GIL.TO,GOOS.TO,GRT-UN.TO,GTE.TO,GUD.TO,GUY.TO,GWO.TO,H.TO,HBC.TO,HBM.TO,HCG.TO,HR-UN.TO,HSE.TO,IAG.TO,IFC.TO,IFP.TO,IGM.TO,IMG.TO,IMO.TO,INE.TO,IPL.TO,ITP.TO,IVN.TO,K.TO,KEL.TO,KEY.TO,KL.TO,KML.TO,KMP-UN.TO,KXS.TO,L.TO,LB.TO,LIF.TO,LNR.TO,LUC.TO,LUN.TO,MAG.TO,MAXR.TO,MEG.TO,MFC.TO,MFI.TO,MG.TO,MIC.TO,MNW.TO,MRE.TO,MRU.TO,MSI.TO,MTL.TO,MX.TO,NA.TO,NFI.TO,NG.TO,NGD.TO,NPI.TO,NSU.TO,NTR.TO,NVA.TO,NVU-UN.TO,NWC.TO,NXE.TO,OGC.TO,ONEX.TO,OR.TO,OSB.TO,OTEX.TO,PAAS.TO,PBH.TO,PD.TO,PEY.TO,PKI.TO,POU.TO,POW.TO,PPL.TO,PSI.TO,PSK.TO,PVG.TO,PWF.TO,PXT.TO,QBR-B.TO,QSR.TO,RBA.TO,RCI-B.TO,REI-UN.TO,RNW.TO,RUS.TO,RY.TO,SAP.TO,SCL.TO,SES.TO,SHOP.TO,SIA.TO,SJ.TO,SJR-B.TO,SLF.TO,SMF.TO,SNC.TO,SPB.TO,SRU-UN.TO,SSL.TO,SSRM.TO,STN.TO,SU.TO,SW.TO,T.TO,TA.TO,TCL-A.TO,TCN.TO,TCW.TO,TD.TO,TECK-B.TO,TFII.TO,THO.TO,TIH.TO,TOG.TO,TOU.TO,TOY.TO,TRI.TO,TRP.TO,TRQ.TO,TSGI.TO,TXG.TO,UNS.TO,VET.TO,VII.TO,WCN.TO,WCP.TO,WEED.TO,WEF.TO,WFT.TO,WJA.TO,WN.TO,WPK.TO,WPM.TO,WSP.TO,WTE.TO,X.TO,YRI.TO,ZZZ.TO
2013-10-01,4.24,19.359327,5.73,NaN,42.53159,25.58386,29.410467,15.968475,12.259669,28.31476,27.247265,0.4,5.502608,12.297872,22.255875,2.869283,14.42,22.666258,9.788784,22.685114,25.17597,8.23,4.590802,NaN,7.703048,35.468277,48.426937,22.436081,21.216597,6.60753,8.860758,57.112141,50.949966,16.279142,38.246075,2.58,25.332012,10.912045,17.34639,5.32968,44.176792,12.060695,17.781687,5.192476,21.610001,3.807943,34.713654,12.127704,7.609692,NaN,24.723543,27.418615,15.690723,11.45,69.260849,10.904195,28.985149,52.776237,142.573822,30.45689,15.383922,9.406422,8.350529,181.218079,88.014427,32.22987,12.165234,27.240553,28.795599,19.903435,8.52,32.743912,13.700822,27.728807,6.044012,12.77,17.684834,7.628157,NaN,6.2,12.260309,12.943901,13.991853,6.953208,24.286356,22.14168,36.943066,17.054379,26.42168,14.831301,13.329009,4.940104,14.54358,410.280945,19.427586,43.952675,11.8,17.284441,NaN,26.3505,20.70653,4.13,24.905075,12.82,18.555103,34.98,23.702221,NaN,27.278154,7.86,NaN,2.44,26.338793,NaN,18.854446,8.388609,37.88081,15.858391,26.421602,40.985298,57.165474,11.81,37.519039,5.33,42.472549,7.073401,19.531811,13.066139,2.61,5.3,8.6,23.783998,0.293023,NaN,NaN,NaN,34.913582,35.302002,23.423288,33.756996,1.112912,4.573028,5.7,72.538956,33.369999,15.502813,14.405416,39.648922,25.091316,6.42,10.43351,19.168783,11.507092,22.514116,55.097824,35.717049,9.173523,2.25,6.12,12.446383,3.28343,NaN,6.65,19.485003,20.739246,NaN,1.662936,54.154278,NaN,21.992802,17.114441,10.168635,16.837896,10.386375,24.373217,15.194445,33.820797,24.752277,26.757891,18.332983,NaN,3.41,27.159363,6.03,12.365053,NaN,18.663862,39.361713,19.69483,6.939879,15.740449,56.672394,23.41118,40.063663,13.031133,NaN,7.917819,27.243246,19.586039,28.731968,2.83,39.466217,8.236157,19.510063,5.62,5.87,28.641535,32.682766,18.879999,29.580374,10.896487,13.700372,6.503005,13.980734,38.844086,25.098988,20.387739,19.070833,21.011431,7.824371,39.924049,NaN,33.987869,37.108616,5.03,8.46,11.599999,10.699017,43.465675,NaN,36.041733,9.644532,0.01,1.244355,46.341381,24.23984,77.476738,20.763535,22.248699,NaN,28.774689,40.924225,9.769126,NaN
2013-11-01,4.31,16.810545,7.56,NaN,42.71616,26.016207,27.520065,13.168485,13.389313,28.547199,26.547516,0.4,5.543488,13.063827,23.036644,2.114731,13.05,23.924774,9.835967,26.736933,25.204029,6.71,4.629544,NaN,7.982667,36.664368,48.430447,22.903219,21.061544,6.50997,9.240867,58.476295,52.412796,17.215195,37.693336,2.22,28.868336,10.857256,16.58976,5.831619,43.047722,14.6497,19.354099,5.887347,23.5,2.903898,35.427574,12.170569,7.905664,NaN,25.151382,27.119556,15.809408,10.71,71.127045,11.018205,30.290314,55.061436,154.866318,30.191521,14.885365,9.516562,7.815939,180.636063,91.004417,30.345383,11.648752,27.196585,30.044218,19.400526,4.13,31.442266,13.101546,28.381948,5.739409,14.56,19.237457,7.757769,NaN,5.7,13.448574,12.242811,15.110206,6.310308,23.434587,22.033388,35.72525,16.8053,28.802011,16.027651,12.139718,5.081761,14.078059,372.237518,17.404287,39.980324,10.32,16.536268,NaN,25.310453,21.188879,3.57,22.221788,14.85,18.59133,39.41,24.211548,NaN,27.129999,7.57,NaN,1.89,26.706308,NaN,19.578516,7.549748,39.267876,15.714987,26.733603,42.440292,59.037891,12.31,40.139576,4.65,42.174023,7.568691,19.023325,12.465096,2.05,4.99,9.06,23.841194,0.230232,NaN,NaN,NaN,31.575237,35.946621,23.282679,39.97691,1.304194,4.222754,6.4,76.359673,30.27,17.189909,15.766185,38.6567,26.766108,9.15,8.384579,18.196091,12.012321,22.570324,59.216267,36.498653,9.094954,2.46,5.51,11.945087,3.084696,NaN,7.07,19.618214,21.595055,NaN,1.710721,57.055473,NaN,23.865168,20.112038,10.407249,18.340973,9.334656,24.490999,14.586638,34.101624,26.097862,26.506706,19.415863,NaN,5.76,28.386316,6.37,12.662426,NaN,19.705269,39.411629,19.155504,7.253445,15.599388,57.564098,21.972656,36.699894,14.329776,NaN,8.586572,27.033237,19.275822,30.05731,2.78,42.366962,8.296019,19.663942,4.82,6.24,31.766401,31.414772,20.110001,30.506285,10.989689,14.021911,6.572464,12.024385,40.041084,23.002909,22.224308,17.870565,23.267202,8.108449,41.474403,NaN,34.326172,36.998047,4.34,8.2,9.5,12.511659,44.759762,NaN,34.935127,10.222117,0.01,1.419734,45.483116,24.659773,72.496498,21.789896,20.856977,NaN,28.816599,44.392673,9.003848,NaN
2013-12-01,4.61,17.912403,7.41,NaN,41.011036,21.621807,26.832367,12.45249,14.711605,30.1096,26.788218,0.4,6.001358,13.693618,23.943516,2.154444,13.6,25.843473,10.214275,26.315292,25.277578,7.9,4.464894,NaN,7.763539,35.960789,49.140759,22.17108,21.870256,6.447885,9.139503,56.276543,53.393372,17.500002,36.971786,2.18,31.835878,12.336547,17.277073,6.321587,43.252438,13.344249,19.803354,6.582974,26.66,3.993773,36.625401,14.077909,7.947016,NaN,26.098343,28.100391,16.724205,11.04,70.838142,10.834975,31.481611,55.803223,153.680099,31.38541,15.170257,9.71997,7.852703,214.658569,90.803612,30.200178,11.966346,26.730555,33.290607,20.103668,4.1,34.481487,13.485268,29.836668,5.698078,14.21,18.158192,7.717876,NaN,4.8,12.895893,13.214971,16.027111,5.964132,24.433674,21.150423,38.194836,17.442554,31.406895,16.074924,12.513709,5.097335,14.214503,382.42691,18.798985,40.670685,10.43,16.298149,NaN,24.986021,23.530035,3.05,21.690884,14.64,19.852007,35.540001,26.696836,NaN,29.401451,7.75,NaN,1.64,26.997271,NaN,17.082378,8.625463,37.310513,15.882033,30.338388,41.357479,60.980629,13.44,41.916069,3.53,44.009563,8.203286,19.410534,12.221196,1.87,4.65,9.4,24.978252,0.251163,NaN,NaN,NaN,31.026173,35.582603,25.428886,42.629356,1.504171,4.475729,5.5,75.0466,30.610001,17.709482,15.756807,39.401638,28.310829,10.68,7.36483,19.28558,12.519811,23.041197,57.239044,34.892014,9.069151,2.7,5.56,11.791583,3.050134,NaN,7.14,19.494463,20.587288,NaN,1.567365,56.416058,NaN,25.639782,22.119349,11.518136,19.143179,9.410393,25.347748,14.825326,36.395039,25.743341,29.510433,19.441246,NaN,5.48,28.497143,6.58,12.705583,NaN,22.191307,39.985584,19.348177,7.49401,17.531292,58.356789,22.16905,38.950611,15.593972,NaN,8.612184,26.057648,20.441816,30.988693,2.79,43.265369,9.230294,19.756397,4.59,7.37,30.444342,32.298973,25.690001,29.694092,10.680462,12.14457,6.694016,12.387027,41.418823,24.874084,22.303778,16.832245,24.240458,8.338306,44.140617,NaN,35.131611,38.332661,3.51,7.95,9.4,12.701767,47.616119,NaN,33.802795,10.152102,0.01,1.6229,50.235081,24.883137,70.690453,20.400213,20.254261,NaN,29.009375,44.268646,8.654273,NaN
2014-01-01,4.53,20.545168,7.81,NaN,43.992512,17.79817,33.179092,9.888457,14.553424,30.686132,26.836985,0.4,6.030697,13.241556,23.602604,2.333154,13.9,26.636539,10.43644,28.788027,25.939915,10.55,3.914934,NaN,7.954224,37.01997,48.166512,23.674038,21.518415,7.494447,10.381194,54.116375,49.109356,17.516485,36.294003,2.63,30.432713,12.946576,17.307356,6.30321,45.857681,13.714585,21.364523,6.478041,28.67,3.984527,33.740852,14.939581,7.920279,NaN,25.72146,27.722158,16.13493,11.05,68.322701,11.401754,32.173725,55.12727,161.864258,29.473038,16.473953,9.614472,8.411036,229.503571,86.769524,32.088223,12.139125,25.823002,31.52809,20.580544,7.16,34.498528,12.841656,27.71891,6.037454,16.0,19.018763,7.630533,NaN,6.7,11.72605,13.655466,15.997345,7.002662,25.073092,20.716274,38.48288,18.312662,31.998764,16.870413,12.394623,5.369245,14.207349,386.475616,19.574913,50.855309,11.63,16.571487,NaN,25.125515,23.356701,4.03,26.221279,13.85,19.821224,34.169998,28.113251,NaN,29.183596,8.41,NaN,2.42,26.09049,NaN,15.730742,8.724154,35.581676,15.779796,29.789234,39.049564,59.989574,15.51,40.753262,4.09,42.61554,8.210413,20.904432,10.970215,1.62,5.11,10.8,25.951006,0.334883,NaN,NaN,NaN,31.672438,35.444138,24.268641,41.269157,1.347667,4.738436,6.84,72.146851,30.870001,17.363064,14.816119,42.794434,25.74485,9.8,8.826759,19.02112,11.895992,21.991224,60.894951,33.633503,9.515498,3.25,6.39,12.482016,3.606131,NaN,8.24,20.533443,20.55707,NaN,1.930534,56.502857,NaN,23.64827,24.983023,13.012428,19.604301,9.438795,25.511539,14.500156,39.231377,24.600277,30.263586,21.414738,NaN,6.52,27.429213,7.31,11.398504,NaN,23.320917,39.322792,19.448954,7.811271,16.170851,56.330105,24.029068,37.290985,14.324575,NaN,9.192908,24.919718,19.494675,30.336216,3.59,41.834953,9.185449,19.615294,5.63,8.74,31.489393,31.735214,22.780001,31.932413,11.615397,11.771537,7.064641,12.310345,39.850773,24.557364,21.192129,18.842211,23.51893,7.858293,46.500706,NaN,35.140362,38.603889,3.9,7.6,11.5,12.487535,46.981411,NaN,33.129482,9.524878,0.01,1.969457,55.613804,22.550592,71.128899,21.863956,22.841516,28.428301,29.97662,43.869587,9.923365,NaN
2014-02-01,4.55,21.598282,5.98,NaN,45.73951,21.801718,34.011917,10.265806,16.205822,31.575823,27.594311,0.4,5.914882,13.780458,24.354898,2.968566,15.02,28.484152,10.90291,31.98694,27.71936,11.05,3.51565,NaN,8.172147,38.239189,49.161591,25.214146,21.817722,8.966729,11.141409,58.659,51.37624,17.656551,36.22921,3.2,32.561893,13.653088,17.944958,6.661555,49.107204,15.499957,24.198687,7.650528,29.370001,4.585442,34.274677,15.232555,8.00771,NaN,28.991032,27.406879,16.406126,10.84,73.144836,12.396264,35.69767,57.855427,166.571365,29.909943,16.567924,9.864412,8.194744,234.864075,91.54541,33.180405,11.916092,25.97365,31.623291,20.867966,9.62,31.703199,13.330186,29.242903,6.3527,15.8,19.949751,8.027898,NaN,8.0,13.1446,13.910959,15.503199,7.279966,26.231821,20.858791,38.515808,19.024141,33.230213,18.437571,13.343997,5.414964,14.426675,424.62146,21.097294,53.313324,12.2,16.92305,NaN,25.133718,26.138706,4.77,28.145714,13.73,19.748028,36.169998,26.877556,NaN,29.411217,7.89,NaN,2.89,25.389797,NaN,16.141439,9.020224,39.869186,16.681818,30.311386,40.643967,58.936665,17.93,40.755627,4.11,46.610466,7.802247,22.694582,11.224314,1.8,5.78,11.82,26.581161,0.586046,NaN,NaN,NaN,33.638157,35.916927,23.992785,46.430218,1.469392,5.12763,9.07,74.05265,34.119999,17.751728,15.286471,44.590351,27.823914,10.5,9.082747,18.388172,12.465356,22.424294,70.942047,35.826286,9.81723,4.09,6.77,12.636721,3.782469,NaN,9.29,20.817751,20.33872,NaN,2.532633,58.115326,NaN,23.330236,25.562548,14.49744,20.829031,11.540512,28.284588,15.931232,42.404709,24.632807,31.71032,24.335318,NaN,6.95,27.8528,8.7,11.797358,NaN,23.475782,35.923492,20.709503,7.725029,17.104492,59.341381,25.032379,41.93058,15.599474,NaN,9.493482,25.340467,20.387253,31.665949,4.45,44.695778,9.261791,20.512428,5.84,11.41,31.521914,31.683172,22.74,32.178482,10.102069,12.509878,6.977101,13.507586,42.231277,22.568951,20.712509,24.748262,23.811434,8.451022,50.075405,NaN,33.233791,38.859016,4.23,8.99,12.000001,13.022908,48.052681,NaN,36.235378,9.732512,0.01,2.138509,54.495502,22.900288,73.742241,23.564688,26.675182,31.094797,31.940086,44.381416,10.541792,NaN
2014-03-01,5.46,18.881487,5.53,NaN,46.860062,21.923132,32.109936,9.665919,15.949563,33.766113,28.519749,0.4,6.452599,14.721394,24.910204,2.779928,14.35,29.185909,11.008245,38.669632,27.818279,8.95,4.002582,NaN,8.517192,37.700825,50.214531,26.231833,23.252199,9.756085,11.090224,59.507538,51.952324,17.143232,41.072498,3.0,34.355778,13.350298,17.571705,6.937207,52.009193,16.167337,22.844784,8.371169,26.1,4.761095,35.274139,15.706735,8.203234,NaN,30.061808,27.949053,16.039032,12.1,75.173126,12.033126,37.327496,57.439274,158.80603,31.240677,18.591927,9.730115,8.295633,256.99646,95.561127,35.071705,12.246063,28.330866,32.203136,20.667452,9.57,31.524221,13.001369,28.649141,6.428907,15.45,22.429226,8.963202,NaN,7.9,13.715702,15.505565,14.836968,6.0914,27.824818,19.933891,41.634087,19.820013,30.065119,18.663816,12.31174,5.254296,14.256085,443.121796,20.066004,47.909439,10.66,17.485924,NaN,26.135023,27.126707,4.07,25.54281,14.28,20.985025,34.130001,26.475086,NaN,31.37435,8.3,5.28,2.45,25.36714,NaN,17.28758,8.516906,41.474789,17.237743,29.852259,40.265507,60.874363,16.459999,39.370529,3.89,48.163528,7.825793,22.20171,10.900114,1.72,4.57,12.85,28.067205,0.439534,NaN,NaN,NaN,34.528999,36.598991,22.412151,49.198853,1.565033,4.942762,7.67,79.624153,37.360001,18.124012,16.565826,48.078152,29.459139,11.67,9.452502,19.567764,12.338072,22.771317,64.670601,35.713428,9.851937,4.03,5.47,13.4811,3.297537,NaN,9.58,19.74435,19.829245,NaN,2.236362,60.459629,NaN,22.482422,24.041836,13.292427,17.951336,12.59724,29.620741,17.387821,44.641956,24.57588,33.472431,23.807398,NaN,6.42,27.357281,9.5,12.974688,NaN,24.468643,38.449883,21.095373,7.977243,17.296461,60.116653,25.731524,42.269848,16.795912,NaN,9.359337,29.366255,21.086481,31.908922,3.9,43.763306,9.215428,20.543568,6.2,10.97,31.391836,33.697937,24.120001,32.506588,10.31929,13.432809,7.012117,13.507586,43.637306,21.863388,20.907904,22.262012,23.326973,9.678648,51.606007,NaN,33.339115,40.062897,3.7,7.45,10.700001,13.339669,53.269207,NaN,36.209488,10.048337,0.01,2.05293,49.108185,22.102274,75.502808,25.283609,23.681892,30.43881,28.013161,47.195045,9.209796,NaN
2014-04-01,6.94,18.353798,7.58,NaN,47.408428,19.69157,31.054625,9.917483,17.324072,34.908623,28.379267,0.4,6.591351,15.831734,26.694475,2.62,14.2,30.250099,11.239506,35.578423,28.423695,8.37,4.324428,NaN,8.136133,39.135788,51.306362,25.955366,22.829992,11.272715,10.885483,60.815491,54.581505,17.626612,41.367149,3.15,38.380585,13.329859,17.412151,5.931424,54.412418,17.239777,21.141302,9.50574,24.860001,5.235645,34.73679,14.906734,8.175555,NaN,31.074583,28.612949,16.237463,12.16,77.916565,12.489016,39.5672,59.61095,164.411819,34.722782,18.019375,9.873525,8.34946,233.6819,98.696701,34.52597,12.660239,29.197924,32.313335,20.674513,10.91,33.753201,14.072725,29.193426,6.53224,14.85,24.196051,8.789987,NaN,8.6,12.094507,15.434893,13.510212,6.61635,27.412418,20.422853,43.856342,20.013659,29.902449,20.614807,13.090281,5.155131,14.75649,441.183167,21.441061,49.878304,10.4,18.785168,NaN,26.698849,25.780813,4.54,25.680847,15.15,21.643587,39.52,26.627159,NaN,32.72858,7.79,5.81,2.4,25.675173,NaN,16.599323,9.238468,43.016743,17.491089,32.532375,40.079506,64.128151,16.620001,41.655098,3.82,50.203094,8.447267,22.750032,11.340414,1.81,4.45,13.77,29.364571,0.502325,NaN,NaN,NaN,35.265522,36.891136,22.569826,53.039612,1.660674,5.448714,8.32,78.116196,39.459999,17.49494,17.078487,48.922062,30.029268,10.04,10.466965,20.369774,13.251516,24.477177,62.228634,37.053833,10.130351,3.86,5.54,13.343304,3.536148,NaN,10.94,20.026239,19.834938,NaN,2.656874,61.661339,NaN,20.722727,24.601694,13.283072,18.387691,13.558209,31.803841,16.59293,55.828186,25.338949,34.462341,26.054535,NaN,7.1,28.114706,10.96,12.446072,NaN,25.082191,36.924454,21.667849,7.777849,18.909809,60.331081,27.080708,44.887856,17.403955,NaN,9.448252,28.714867,21.281206,30.925312,4.1,45.24501,10.037051,21.466299,6.07,10.85,30.346632,36.90102,23.66,31.97357,10.761317,13.399248,6.685268,15.15862,44.395042,22.889666,21.386995,23.233646,24.923468,10.743862,56.039818,NaN,34.997684,41.118904,4.26,6.95,12.2,13.516068,56.437809,NaN,34.717323,11.828807,3.2,1.865526,47.716152,22.175283,76.114929,26.154968,22.954824,32.29932,30.448078,50.482445,7.841114,NaN
2014-05-01,6.52,16.885885,8.85,NaN,45.831406,20.163979,31.649433,8.723787,20.085234,36.121078,29.151676,0.4,6.758645,14.490211,25.731543,2.37,14.74,28.487385,11.387577,32.623287,28.788124,8.27,3.618399,NaN,6.984276,39.96983,53.478703,25.31299,23.540787,11.929031,11.533834,62.051163,57.064705,18.08499,41.266705,2.63,42.071037,13.541739,18.564304,5.497191,57.033112,18.206768,19.646095,9.242406,23.93,4.29472,33.775177,14.757545,8.434573,NaN,31.05735,28.012777,16.590494,12.85,76.274048,12.534993,39.097641,61.059452,174.345337,34.795677,18.956207,9.743855,8.491365,235.847839,96.287964,33.46862,12.626332,28.858101,32.539555,21.007982,10.39,35.360085,14.271889,29.470518,6.753959,14.48,24.062635,9.012981,NaN,7.3,12.573494,14.452511,15.674263,6.160733,27.80619,19.5229,42.728622,20.748962,31.117687,21.014297,12.316245,5.655256,15.340171,450.793396,22.567259,47.499092,9.09,19.865396,NaN,26.980766,25.397587,4.19,24.256014,16.0,23.182161,36.900002,28.052851,NaN,30.98793,7.82,5.65,1.87,24.184948,NaN,16.292818,9.445964,45.292507,17.775108,33.213531,36.873138,63.798473,15.97,39.143425,3.29,50.081154,8.263977,24.343473,10.890678,1.37,4.08,13.0,29.744295,0.439534,NaN,NaN,NaN,33.822327,37.196735,21.104248,58.240143,1.738925,5.536283,7.64,81.42466,37.84,16.874372,17.644312,50.543995,30.068317,12.0,11.143476,20.191883,13.778396,24.046333,57.013123,37.061977,10.732876,3.24,5.81,13.92125,3.224397,NaN,11.14,19.653021,19.474895,NaN,2.446618,66.479683,NaN,21.100908,23.026819,12.48796,19.430964,13.386947,30.346188,17.565954,53.403721,23.959517,34.367725,25.292757,31.176617,6.94,26.362587,11.73,12.633847,NaN,22.682951,37.170448,22.297234,7.962982,19.370968,62.160103,27.089945,50.551701,17.277105,NaN,9.770084,28.245232,21.708761,30.591881,3.57,47.665604,10.242626,22.004478,5.71,7.07,31.351021,36.421001,20.33,33.902588,10.447879,12.576445,6.702907,16.046898,45.676434,22.147448,21.181444,21.423725,24.35347,11.633539,53.324234,NaN,33.162678,40.635906,3.86,11.46,12.2,13.556577,56.83289,NaN,36.53907,12.213425,2.95,1.959229,48.495197,21.895958,72.815208,24.848167,21.323864,33.125961,28.558966,50.228889,7.726504,NaN
2014-06-01,7.17,18.801506,9.53,NaN,45.822544,21.47666,39.296928,10.540835,20.432608,36.900463,29.524221,0.4,6.884113,14.576204,26.837666,2.83,15.61,28.624483,11.146943,32.790108,29.190006,10.94,3.696846,NaN,6.892859,38.814995,54.48914,25.956818,24.179335,12.505527,11.670986,63.950958,58.302231,18.7878,45.092815,3.11,42.27636,12.860042,19.094217,6.148437,53.85244,17.774302,18.966459,9.96277,23.360001,6.319989,35.064911,15.573203,8.298122,NaN,31.338806,28.330101,16.589182,13.42,77.422234,12.380341,43.438866,64.439255,185.710205,37.211082,19.3002,9.976192,8.754449,261.800751,94.244186,34.333855,12.719242,30.93281,34.705944,21.235315,14.6,33.847717,13.707067,26.026684,6.949115,15.29,24.091227,9.757969,NaN,8.3,12.416903,18.149651,16.674362,8.082248,27.871557,21.630537,42.264706,21.154242,34.259167,22.981123,12.574257,5.694024,15.307287,467.327332,22.51792,57.827866,11.53,20.465788,NaN,27.190365,26.146957,5.9,28.357258,17.07,25.179358,37.82,29.98612,NaN,30.896397,8.67,5.4,2.58,25.388927,NaN,16.197033,9.752264,44.579674,17.723015,31.297194,41.673897,65.562737,14.87,39.005608,4.39,52.74514,8.614618,25.468496,10.440938,1.36,4.42,15.23,32.025135,0.544186,NaN,NaN,13.35,35.243324,39.069504,23.058348,60.951832,2.251909,5.71142,10.09,80.073715,38.889999,18.144726,18.728806,52.688274,29.951426,11.25,12.056252,20.156336,14.347207,25.472858,60.468758,36.866486,10.819635,4.5,6.77,14.344607,3.562869,NaN,11.95,20.730534,19.352152,0.33,3.1634,65.070282,15.297062,20.641869,23.459789,15.438836,18.874548,14.440352,31.941954,16.950583,55.743942,24.345427,36.977013,25.677925,33.369755,8.83,26.814745,12.55,24.910959,NaN,24.21443,36.423985,21.825712,8.240799,20.910458,63.525902,29.538809,54.707756,20.794521,NaN,10.165029,28.148214,22.080612,33.012634,5.01,51.310932,10.862577,21.392345,7.41,9.23,30.869848,39.711365,21.610001,32.925652,10.65563,12.703564,6.941037,16.635862,46.670509,22.321547,21.958984,26.615334,24.187992,11.865142,55.555946,NaN,34.567589,40.998146,3.57,23.110001,16.299999,12.512379,57.803116,NaN,35.641216,13.584673,2.93,1.915767,50.355145,23.607986,72.547897,24.052723,26.745367,32.540417,27.87512,51.815083,8.3855,NaN
2014-07-01,5.83,18.955458,9.61,NaN,42.527901,23.56151,38.989178,9.476008,20.170437,37.216667,29.29587,0.4,6.855591,14.187473,24.890766,2.49,14.83,29.055372,11.068321,29.802391,30.202101,10.19,3.681529,NaN,6.855208,40.093128,54.32959,25.586479,23.457129,9.658525,11.817412,66.169426,61.202675,18.931086,43.008831,2.82,42.731262,12.875076,19.291714,6.194946,55.246826,18.892706,20.01516,8.544436,23.09,5.324568,33.075565,15.617314,8.536252,NaN,35.003708,28.614756,16.068649,11.7,81.535408,11.311184,42.342773,67.935539,199.546371,35.182369,19.63942,9.874366,9.021656,250.302582,95.358124,33.621429,12.780054,30.194841,36.395874,21.17314,12.29,32.979828,14.003522,25.759489,6.454335,14.69,22.437075,10.950056,NaN,8.6,13.043275,16.48831,12.770267,8.012916,27.544714,22.986855,44.618778,22.337931,32.35854,21.382561,13.410356,5.810491,15.688428,473.909546,25.517683,58.474808,11.57,19.71796,NaN,28.094751,27.461317,5.93,28.486217,15.79,24.962799,39.110001,30.472612,NaN,31.835871,7.23,5.13,3.12,26.718098,NaN,15.813015,11.570315,48.373096,17.785975,30.372726,42.609695,65.219551,14.98,39.714108,4.03,52.737484,8.484551,26.060217,12.425423,1.51,4.36,12.86,33.435726,0.502325,NaN,NaN,15.0,39.893536,40.814449,23.47785,57.475784,2.247022,6.100615,9.85,74.881287,39.099998,19.060093,18.589033,53.711201,31.157045,12.07,12.227894,21.720686,14.076213,23.220119,65.293335,40.171181,11.427777,4.12,6.71,13.925651,3.720963,NaN,10.01,21.233086,19.880077,0.29,2.972259,62.537231,14.820519,17.890152,27.785191,15.117981,19.685522,12.987716,29.173149,17.045517,52.214893,26.600773,36.910961,23.904114,33.979889,7.46,28.676683,14.21,12.764212,NaN,24.306505,36.492111,21.73539,8.303201,21.646206,67.01532,31.266874,50.88171,20.472307,NaN,10.145803,25.938627,21.63727,34.9907,4.71,52.664093,10.694052,21.245541,7.34,10.01,32.497505,39.290794,20.719999,31.79834,10.199428,11.918644,6.638352,15.329391,48.446251,24.405466,24.788889,27.520298,24.082558,10.774321,50.687649,NaN,36.649658,44.453659,3.79,29.1,15.2,12.710852,56.184467,NaN,35.811516,13.140234,2.43,1.975903,48.436554,25.396816,81.272926,26.57729,27.126352,31.790157,28.66744,50.441555,8.919762,NaN
