,AAV.TO,ABX.TO,AC.TO,ACB.TO,ACO-X.TO,AD.TO,AEM.TO,AGI.TO,AIF.TO,ALA.TO,AP-UN.TO,APH.TO,AQN.TO,ARE.TO,ARX.TO,ASR.TO,ATA.TO,ATD-B.TO,AX-UN.TO,BAD.TO,BAM-A.TO,BB.TO,BBD-B.TO,BBU-UN.TO,BCB.TO,BCE.TO,BEI-UN.TO,BEP-UN.TO,BIP-UN.TO,BIR.TO,BLX.TO,BMO.TO,BNS.TO,BPY-UN.TO,BTE.TO,BTO.TO,BYD-UN.TO,CAE.TO,CAR-UN.TO,CAS.TO,CCA.TO,CCL-B.TO,CCO.TO,CEU.TO,CFP.TO,CG.TO,CGX.TO,CHE-UN.TO,CHP-UN.TO,CHR.TO,CIGI.TO,CIX.TO,CJR-B.TO,CLS.TO,CM.TO,CMG.TO,CNQ.TO,CNR.TO,CP.TO,CPG.TO,CPX.TO,CRR-UN.TO,CSH-UN.TO,CSU.TO,CTC-A.TO,CU.TO,CUF-UN.TO,CVE.TO,CWB.TO,D-UN.TO,DGC.TO,DII-B.TO,DOL.TO,DOO.TO,DRG-UN.TO,DSG.TO,ECA.TO,ECI.TO,ECN.TO,EDV.TO,EFN.TO,EFX.TO,EIF.TO,ELD.TO,EMA.TO,EMP-A.TO,ENB.TO,ENF.TO,ENGH.TO,ERF.TO,ESI.TO,EXE.TO,FCR.TO,FFH.TO,FM.TO,FNV.TO,FR.TO,FRU.TO,FSV.TO,FTS.TO,FTT.TO,FVI.TO,G.TO,GC.TO,GEI.TO,GIB-A.TO,GIL.TO,GOOS.TO,GRT-UN.TO,GTE.TO,GUD.TO,GUY.TO,GWO.TO,H.TO,HBC.TO,HBM.TO,HCG.TO,HR-UN.TO,HSE.TO,IAG.TO,IFC.TO,IFP.TO,IGM.TO,IMG.TO,IMO.TO,INE.TO,IPL.TO,ITP.TO,IVN.TO,K.TO,KEL.TO,KEY.TO,KL.TO,KML.TO,KMP-UN.TO,KXS.TO,L.TO,LB.TO,LIF.TO,LNR.TO,LUC.TO,LUN.TO,MAG.TO,MAXR.TO,MEG.TO,MFC.TO,MFI.TO,MG.TO,MIC.TO,MNW.TO,MRE.TO,MRU.TO,MSI.TO,MTL.TO,MX.TO,NA.TO,NFI.TO,NG.TO,NGD.TO,NPI.TO,NSU.TO,NTR.TO,NVA.TO,NVU-UN.TO,NWC.TO,NXE.TO,OGC.TO,ONEX.TO,OR.TO,OSB.TO,OTEX.TO,PAAS.TO,PBH.TO,PD.TO,PEY.TO,PKI.TO,POU.TO,POW.TO,PPL.TO,PSI.TO,PSK.TO,PVG.TO,PWF.TO,PXT.TO,QBR-B.TO,QSR.TO,RBA.TO,RCI-B.TO,REI-UN.TO,RNW.TO,RUS.TO,RY.TO,SAP.TO,SCL.TO,SES.TO,SHOP.TO,SIA.TO,SJ.TO,SJR-B.TO,SLF.TO,SMF.TO,SNC.TO,SPB.TO,SRU-UN.TO,SSL.TO,SSRM.TO,STN.TO,SU.TO,SW.TO,T.TO,TA.TO,TCL-A.TO,TCN.TO,TCW.TO,TD.TO,TECK-B.TO,TFII.TO,THO.TO,TIH.TO,TOG.TO,TOU.TO,TOY.TO,TRI.TO,TRP.TO,TRQ.TO,TSGI.TO,TXG.TO,UNS.TO,VET.TO,VII.TO,WCN.TO,WCP.TO,WEED.TO,WEF.TO,WFT.TO,WJA.TO,WN.TO,WPK.TO,WPM.TO,WSP.TO,WTE.TO,X.TO,YRI.TO,ZZZ.TO
2011-04-01,8.04,43.613873,2.3,NaN,23.529299,8.794659,59.794201,14.864545,6.21569,16.643351,16.70195,NaN,3.912201,7.501269,18.149805,9.014667,6.85,8.019766,7.683499,4.518147,17.624624,46.09,6.410479,NaN,7.400576,24.329697,36.221813,15.709841,9.583142,11.600871,7.34877,43.484257,41.553371,NaN,44.710461,3.22,9.01346,11.151696,13.583537,5.789054,38.52195,4.167726,23.915298,2.320214,12.46,15.375969,18.194027,8.442797,NaN,NaN,20.496193,16.560808,11.539945,10.47,56.069874,4.898763,37.712215,30.98682,57.670086,27.292305,15.642365,7.890272,5.958968,61.833298,52.394463,19.85614,12.402968,29.90868,24.660164,19.388102,31.98,24.758612,4.01386,NaN,NaN,6.29,27.331331,4.371726,NaN,23.900002,NaN,NaN,13.020466,16.960014,22.52103,13.767285,23.183258,11.629065,9.21422,20.624121,12.793208,NaN,11.773232,327.396454,25.350286,34.069786,19.84,13.310345,NaN,24.10008,22.562784,5.18,47.906815,7.83,NaN,20.700001,15.771355,NaN,20.948414,7.04,NaN,9.35,19.576647,NaN,NaN,14.334714,23.714151,14.144283,23.630217,32.962471,39.431423,5.88,32.193207,18.446684,45.400879,6.640974,10.143501,1.240166,NaN,14.567635,NaN,12.165335,1.883719,NaN,NaN,NaN,27.594875,34.398746,24.864492,19.678122,1.156385,9.009839,11.46,49.244473,49.959999,12.816976,10.687079,19.405254,17.404692,NaN,8.002008,12.092406,7.010537,15.10857,25.982037,25.082436,NaN,12.18,10.63,10.304154,4.983821,NaN,9.56,18.133644,14.030217,NaN,2.647317,34.639172,NaN,9.451819,12.516294,30.153885,11.263457,13.183531,14.369308,8.104002,27.520937,20.443949,15.48954,12.116881,NaN,9.74,21.958549,NaN,14.850247,NaN,25.415058,27.023142,17.198347,NaN,12.508653,43.61356,18.650352,29.383402,6.483382,NaN,6.530098,8.304929,13.972721,21.987286,7.789333,48.987801,6.652144,16.873434,5.25,32.91,13.012065,36.074924,11.23,16.894297,13.861615,10.720078,3.82304,21.370426,27.796129,43.513733,11.460093,20.499716,17.332808,23.572378,26.681868,NaN,30.015997,29.111696,24.809999,2.96,18.200001,10.832123,34.179634,NaN,29.020935,5.427622,0.13,0.905621,24.746403,12.223454,57.968956,10.548352,35.169304,NaN,18.083521,32.058987,10.941542,NaN
2011-05-01,8.15,41.871849,2.26,NaN,25.593416,10.014126,56.809937,13.687622,6.918026,16.464771,17.302399,NaN,4.22547,7.012406,19.113306,8.521462,6.87,8.719931,8.066848,4.674815,17.683887,41.349998,6.137693,NaN,7.40935,26.758551,36.288795,15.791702,10.334594,11.63635,7.391003,43.821259,43.133286,NaN,42.769394,3.11,9.481223,10.854317,13.67553,5.218539,37.943779,4.341547,23.187477,2.206674,11.08,15.55069,19.250711,8.602537,NaN,NaN,20.174171,16.793764,11.842217,9.95,54.974609,4.792936,35.729591,31.991707,56.429379,29.965557,16.121027,7.928944,5.834278,67.083275,56.466774,21.144583,12.254891,29.431845,24.424225,19.683603,30.959999,22.901321,4.250766,NaN,NaN,6.59,28.388828,4.824968,NaN,23.499998,NaN,NaN,13.909234,14.802695,23.297007,14.483145,24.480017,12.878421,9.059129,21.253334,13.563463,NaN,12.016421,320.027649,25.353626,33.91206,20.49,12.783506,NaN,24.485796,23.367723,5.27,43.923447,7.7,NaN,22.34,16.156244,NaN,NaN,7.0,NaN,8.69,18.886971,NaN,NaN,13.90752,23.460375,14.132904,23.670134,33.96772,40.885448,5.5,33.079571,19.150042,43.69381,6.674346,10.734302,1.359087,NaN,14.781295,NaN,13.118034,1.611626,NaN,NaN,NaN,28.785019,35.787846,24.496874,19.798616,1.034661,7.00549,9.81,49.045792,51.25,13.028208,10.723371,18.718773,17.679996,NaN,7.964442,12.635657,7.219406,14.631532,26.236847,25.918095,NaN,11.2,9.85,11.015872,5.032365,NaN,9.43,18.190077,14.257195,NaN,2.599532,35.556053,NaN,9.180951,13.637062,29.076002,12.020313,13.809128,15.071404,8.422383,26.809513,19.991545,16.564575,11.608756,NaN,9.61,21.539892,NaN,15.533539,NaN,23.135759,27.875864,17.338566,NaN,11.60899,41.781059,19.668995,27.170534,7.552265,NaN,6.84161,7.444014,14.579539,21.618113,8.205927,48.808064,7.090506,17.394526,5.0,28.6,12.924796,33.46093,11.7,17.968407,14.118066,10.771547,3.934879,21.342932,28.778379,42.997627,12.769581,18.1754,16.428577,22.715197,29.6147,NaN,29.530867,31.028162,24.379999,3.29,16.900002,10.650597,34.36898,NaN,29.347288,5.076963,0.12,0.73273,22.975512,13.26922,62.424168,10.397022,32.648075,NaN,18.635801,35.030918,11.277229,NaN
2011-06-01,7.64,39.627666,2.31,NaN,25.233919,10.144492,55.453098,15.002835,5.021715,17.032913,17.361532,NaN,4.159901,6.475457,17.913776,7.379788,7.71,9.031468,7.981245,4.615979,17.867702,27.879999,6.342699,NaN,7.102092,25.948935,36.516693,15.696199,10.627699,11.547657,6.698361,43.417858,42.21772,NaN,40.628681,3.26,12.446514,11.379104,13.919505,5.387705,38.667736,4.366567,21.783213,1.971736,10.55,14.05199,19.889442,8.597368,NaN,NaN,18.496284,16.480816,11.995335,8.45,52.126961,4.646143,34.255341,32.570148,55.298954,28.607981,15.341665,8.084332,5.695758,63.978138,55.078896,21.045294,12.138118,29.925112,25.058832,19.275814,27.950001,21.312012,4.422692,NaN,NaN,6.93,25.603247,4.942619,NaN,23.099998,NaN,10.365006,12.863436,13.704774,22.834677,14.493491,24.026386,11.812048,8.985055,20.751993,13.388403,NaN,11.787539,330.738098,27.058491,32.735123,17.84,11.819419,NaN,24.206783,23.362165,5.04,42.312618,7.67,NaN,23.809999,15.27705,NaN,25.101982,6.35,NaN,6.85,18.517048,NaN,NaN,13.670192,21.664219,14.079183,21.22415,32.705261,45.510426,5.17,33.436752,17.011839,40.881927,6.660997,10.469367,1.520478,NaN,14.791006,NaN,13.762971,1.527905,NaN,NaN,NaN,26.951363,30.491512,25.927242,20.421726,1.034661,7.200087,9.64,47.197285,50.32,12.980755,10.786876,21.036488,17.217733,NaN,7.579367,12.689487,6.919971,14.44641,25.718733,25.04402,NaN,8.89,9.95,10.469323,4.724923,NaN,9.1,18.835167,14.356496,NaN,2.523075,36.493523,NaN,8.632089,13.352013,26.410152,11.249696,12.741933,15.430905,8.37338,25.892147,19.309368,17.254267,11.366416,NaN,9.16,20.751427,NaN,13.961967,NaN,22.850445,28.819153,17.759363,NaN,11.957441,40.681561,19.259054,25.771481,8.393355,NaN,6.798903,7.987751,15.495207,20.868809,7.159598,50.585529,6.898853,17.168528,5.95,25.77,12.217902,31.268801,11.24,17.992119,13.721096,10.690667,3.772854,20.765598,28.182201,41.474682,12.20024,17.146603,9.988576,21.234612,31.639048,NaN,28.567703,30.284456,24.370001,2.94,17.4,10.741358,34.57196,NaN,29.020935,4.779664,0.12,0.601003,24.180639,13.020637,59.807476,10.815396,29.076344,NaN,17.807384,34.938393,10.215736,NaN
2011-07-01,6.64,41.220367,2.13,NaN,25.106758,10.250155,48.323677,15.904694,4.591906,17.577213,17.193695,NaN,4.179095,6.797812,17.914103,8.475796,7.8,9.625647,7.941412,4.75271,16.759634,23.93,5.274935,NaN,6.952851,25.358633,37.981121,15.880639,10.583634,12.310406,6.791277,42.483692,39.725201,NaN,41.264381,3.28,12.693926,10.969208,14.164076,5.218811,40.950317,4.385058,21.846443,2.354013,10.29,16.44961,18.006792,8.544172,NaN,NaN,19.451042,15.993975,12.554075,8.39,50.523289,4.504771,32.762726,30.515722,56.354988,27.718151,15.182467,8.007176,5.359571,65.961517,50.993793,21.180531,12.532077,30.377934,24.889069,19.337761,30.030001,22.142653,4.398157,NaN,NaN,6.59,24.250782,4.829964,NaN,22.6,NaN,9.805416,12.596275,15.842832,22.820232,15.027625,24.03405,11.524923,8.847529,20.422634,14.488544,NaN,12.177533,322.169769,25.488319,36.351635,21.389999,12.194951,NaN,23.690472,22.381933,5.5,41.473198,7.79,NaN,20.540001,12.87245,NaN,NaN,6.66,NaN,8.0,17.347017,NaN,NaN,12.483544,21.563742,14.348374,21.587301,30.747841,45.865299,4.82,32.142971,18.028982,38.224434,6.642238,10.304716,1.970675,NaN,15.150342,NaN,13.937195,1.381394,NaN,NaN,NaN,25.708883,29.607166,24.877411,17.90041,0.982493,6.98603,9.59,45.754761,51.459999,11.536757,10.378057,18.797695,16.044571,NaN,7.353959,12.525543,7.035181,16.039265,24.183773,24.152925,NaN,9.55,10.33,10.615458,4.44945,NaN,10.24,19.014553,14.524044,NaN,2.293705,34.979885,NaN,7.52724,13.926431,25.490616,10.758026,15.179919,16.769987,8.303163,31.358892,18.400417,17.333822,11.682633,NaN,10.22,19.906637,NaN,13.981432,NaN,22.575138,27.797699,17.851656,NaN,11.325031,37.929111,18.53027,26.102108,7.83263,NaN,6.818289,7.959702,15.263522,18.972298,8.264055,46.401566,6.768137,17.152809,6.85,26.139999,11.881911,30.375286,10.3,18.199553,14.080952,11.33292,3.713702,22.972189,26.359211,40.319054,11.494826,18.623112,15.722751,21.117731,35.203873,NaN,25.924736,28.991613,25.02,2.83,17.4,10.471392,32.60556,NaN,26.107239,5.450491,0.12,0.633935,21.147556,12.343457,56.987949,10.664525,31.464127,NaN,16.855158,34.81076,11.316583,NaN
2011-08-01,5.68,45.111656,1.72,NaN,26.084946,10.208354,61.554947,17.605082,3.187828,18.3906,17.41367,NaN,4.24543,6.555895,17.543749,10.055875,6.79,9.304475,7.905739,4.445896,16.313404,31.68,4.37005,NaN,6.759717,27.389545,38.132435,16.454969,11.371986,11.999984,5.853674,43.954533,39.981827,NaN,39.141457,3.72,10.722506,9.424745,14.998184,4.273006,39.560745,4.169867,19.54229,2.297988,10.8,18.109501,19.484381,8.638776,NaN,NaN,17.598024,14.627763,11.958925,8.18,52.890919,4.592754,31.420973,30.681843,51.948936,28.837578,15.753754,8.039626,4.937959,64.166618,48.397594,22.540472,12.258345,29.27795,24.709251,19.133928,36.740002,18.677673,4.506872,NaN,NaN,6.2,21.516834,4.850451,NaN,23.499998,NaN,8.93679,12.500575,18.789888,23.116697,15.00841,24.899797,12.248834,8.114057,19.770544,12.144188,NaN,12.119616,338.363861,23.17732,38.433022,23.540001,11.214764,NaN,24.438749,20.429644,5.97,46.324081,7.79,NaN,19.84,11.888143,NaN,NaN,6.18,NaN,9.44,15.988035,NaN,NaN,12.217733,20.550657,13.899739,19.674707,29.287928,45.575787,4.27,29.616966,19.075642,36.549839,6.554215,10.923616,1.970675,NaN,16.539124,NaN,14.658277,1.486045,NaN,NaN,NaN,25.688021,29.890402,24.066853,14.551059,0.869463,5.429255,10.66,42.092312,47.080002,10.176363,10.186888,15.001858,15.013807,NaN,6.414756,12.324584,6.954399,15.556273,21.714123,23.657146,NaN,10.03,13.3,10.377742,5.458098,NaN,8.35,18.707529,14.559937,NaN,2.293705,33.960117,NaN,7.477345,12.527094,28.443743,11.549472,12.567133,15.933056,7.230648,31.106148,17.195503,17.59532,10.367842,NaN,10.07,18.939194,NaN,14.380245,NaN,19.280064,28.963556,17.659676,NaN,11.227736,37.357109,16.835485,21.89097,7.158007,NaN,6.475445,8.19489,15.898834,19.065689,7.876528,45.001186,6.429082,17.302114,7.2,27.76,10.63394,26.028856,7.16,18.680582,14.674045,10.434896,3.526063,20.776924,27.134916,37.048561,10.592952,17.718157,15.644965,15.58504,33.57452,NaN,23.897146,30.595028,22.51,2.04,16.900002,10.491302,31.277462,NaN,26.593184,5.145572,0.08,0.543372,19.667086,12.033797,58.397587,9.798868,35.487438,NaN,17.337595,32.896332,14.100247,NaN
2011-09-01,3.95,44.548782,1.48,NaN,25.233114,10.224607,57.108036,14.796158,3.109028,18.14085,17.11924,NaN,4.238059,6.047874,16.357927,9.343469,6.15,9.147092,7.212623,4.529039,16.246136,21.360001,3.362282,NaN,6.311996,27.326948,36.766384,17.915028,11.500302,9.028813,5.879016,42.000187,38.654716,NaN,34.165897,3.9,8.724656,8.626183,15.391142,3.31946,40.843796,3.780083,16.541739,2.103863,10.46,17.134642,19.829994,7.635737,NaN,NaN,15.315652,15.084342,11.643029,7.61,50.800213,4.684258,26.130363,29.829924,46.665363,25.731398,15.803427,7.97402,5.212077,64.166618,49.984821,23.69776,12.041289,26.689247,20.990189,19.164564,27.299999,17.755646,4.995401,NaN,NaN,6.5,17.450525,4.840868,NaN,20.0,NaN,7.308122,11.614197,17.441214,23.576405,15.089816,25.837454,11.916036,8.52838,17.962601,9.680151,NaN,12.307855,344.267548,13.455804,34.568455,15.99,10.06035,NaN,24.883184,15.734788,5.2,43.692402,7.66,NaN,19.709999,12.292407,NaN,NaN,4.97,NaN,7.86,15.188643,NaN,NaN,9.274848,18.403149,13.801696,18.524788,25.417789,47.585758,3.99,29.763996,19.641405,34.352055,6.330775,10.73052,1.715847,NaN,15.121205,NaN,14.628062,1.234882,NaN,NaN,NaN,27.433937,30.940393,22.3309,12.777706,0.82599,3.551394,8.2,40.97802,38.759998,9.165534,10.359853,14.174848,13.877247,NaN,6.264483,12.274302,6.711748,13.552273,18.654829,22.796055,NaN,6.81,10.82,10.624449,4.294898,NaN,5.72,16.984461,13.561997,NaN,2.27459,31.917631,NaN,5.624045,11.829585,24.98111,10.765031,8.031555,14.421351,6.181882,28.859539,16.672878,17.798132,10.550014,NaN,9.98,18.120052,NaN,15.461403,NaN,18.381704,27.33288,18.038803,NaN,10.270545,35.821686,17.21072,21.23723,6.176736,NaN,6.648067,8.074978,15.146564,18.239967,8.380314,37.983692,4.753359,17.794443,5.25,19.27,10.188857,22.196682,7.21,17.77043,15.404481,8.104485,3.244604,13.64921,26.12616,26.334291,8.485839,14.384094,14.097755,9.312061,30.434313,NaN,22.62895,30.725037,14.45,2.3,12.999999,10.431576,30.224802,NaN,26.204428,4.284161,0.08,0.53514,18.436447,11.122018,59.506454,10.218308,28.291201,NaN,16.561169,32.9636,13.081394,NaN
2011-10-01,5.29,44.639503,1.44,NaN,25.043243,10.745564,39.415035,17.332645,2.239862,19.781281,17.939823,NaN,4.178102,7.302694,18.46315,10.503411,6.21,9.940434,7.750857,4.95847,16.167631,20.16,3.774551,NaN,6.145197,27.853966,37.259708,19.132704,11.262046,13.410182,5.068117,42.157692,38.892017,NaN,41.276665,3.67,8.566314,9.367614,14.81018,3.872704,40.570087,4.050673,18.482208,2.517791,10.08,17.354204,20.038099,8.131093,NaN,NaN,15.733707,14.600402,11.297278,8.27,52.65694,4.949067,29.93811,33.569725,57.252728,27.928856,15.848267,8.326277,5.397393,62.605083,52.247295,22.988089,12.715197,28.416214,23.41688,20.021828,33.0,19.300312,5.163292,NaN,NaN,7.45,18.872486,4.870664,NaN,20.799999,NaN,8.619852,12.748559,18.09828,23.882874,15.989929,26.671663,12.284082,9.072355,19.37347,10.617992,NaN,11.921175,357.017212,20.169233,36.041702,16.93,11.576471,NaN,25.465029,19.14467,6.33,44.112469,8.2,NaN,20.4,11.623552,NaN,NaN,6.11,NaN,8.76,16.353039,NaN,NaN,10.454414,19.027843,14.385501,20.892431,26.62464,46.32653,4.12,29.123125,20.207169,37.674095,6.494635,11.551778,2.505816,NaN,13.847615,NaN,14.754609,1.088371,NaN,NaN,NaN,26.696768,32.064182,22.199896,14.798191,0.765127,3.804371,9.35,39.120598,44.959999,10.102043,10.324776,15.557559,15.091421,NaN,6.611989,13.083305,7.075425,14.622735,22.125193,23.688107,NaN,9.15,12.35,11.024755,4.278629,NaN,6.15,18.056759,13.651469,NaN,2.40839,32.298748,NaN,6.244187,13.174934,24.644838,11.167639,10.635144,15.783991,7.221369,33.951851,18.454931,18.923012,10.708421,NaN,9.9,19.26227,NaN,16.056608,NaN,17.153946,27.96632,17.624439,NaN,11.310915,36.239082,17.341536,20.818251,6.535951,NaN,6.840869,8.820356,14.436461,18.334703,7.411492,43.211529,4.409229,18.278999,6.35,19.459999,10.695027,26.428398,7.39,18.948996,14.810185,9.536921,2.887114,16.193512,26.350323,34.033577,9.96842,17.918196,16.268171,11.883592,32.725281,NaN,23.497459,30.909664,20.4,2.25,15.2,10.413916,32.370525,NaN,25.658819,5.343771,0.1,0.642167,20.034025,11.265643,59.712753,10.486041,31.498232,NaN,18.563253,35.26638,13.578878,NaN
2011-11-01,4.7,49.029968,1.07,NaN,25.643824,11.015245,41.693882,16.274191,2.6834,20.844213,17.837553,NaN,4.551146,8.268272,18.706244,10.777413,6.6,9.500389,8.301657,5.413508,16.084475,18.379999,3.484676,NaN,5.644803,28.199423,39.905235,17.72455,11.761085,12.390228,5.743867,43.208012,38.166447,NaN,41.282795,3.65,9.249633,8.953429,15.479634,3.659918,43.495441,4.388695,16.693609,2.527717,10.35,19.988955,19.323172,8.737619,NaN,NaN,14.197063,15.020121,11.250818,8.49,51.121403,5.117256,32.620277,33.909382,57.113335,29.251606,14.80471,8.474459,5.590947,62.371746,56.911182,23.720654,12.734946,28.391245,22.619884,19.944809,29.73,19.069405,5.576521,NaN,NaN,7.07,17.938459,5.609622,NaN,25.0,NaN,10.14891,14.165229,17.895365,24.154324,16.253262,27.91527,12.694139,9.441151,18.760124,11.510498,NaN,12.485361,357.299957,19.870218,39.46093,16.629999,11.794559,NaN,25.321449,19.177544,6.9,50.014317,8.93,NaN,18.75,11.081244,NaN,NaN,6.49,NaN,8.83,14.414842,NaN,NaN,9.908719,20.89348,15.463131,20.737309,21.690504,47.392677,3.88,29.305819,19.44339,39.809692,6.742311,12.264326,2.794622,NaN,13.99379,NaN,15.030726,0.774418,NaN,NaN,NaN,25.892021,30.50909,25.708778,12.674809,0.704265,3.891939,8.55,41.905563,44.669998,8.436278,10.050666,14.886658,13.966424,NaN,7.025238,13.978315,6.772049,14.279611,21.522562,22.089804,NaN,11.83,11.42,11.315351,4.896833,NaN,4.52,18.37278,14.283888,NaN,2.551746,34.126968,NaN,5.624045,12.557326,23.5033,11.510158,10.846742,17.828526,8.207349,38.154877,16.388859,20.854523,9.781731,NaN,12.24,17.565187,NaN,14.810837,NaN,18.33847,29.097271,17.859707,NaN,11.552515,35.625854,15.998179,22.075201,6.606043,NaN,7.06193,8.884691,15.11983,13.452252,7.450245,43.133896,3.47657,19.081718,6.75,15.0,11.559011,25.571035,6.68,19.521389,14.850702,8.966207,3.497849,15.991438,26.222481,31.810665,11.012495,17.6991,17.79059,8.844511,30.167692,NaN,21.999489,31.281727,22.0,2.37,17.5,10.016161,32.983513,NaN,25.964277,6.525346,0.13,0.609236,21.785835,9.729032,58.329926,10.781919,31.415884,NaN,17.700378,35.773628,15.696017,NaN
2011-12-01,4.24,41.989269,0.99,NaN,24.779984,11.777824,33.90097,16.557222,2.5873,21.582695,18.93079,1.6,4.789893,8.487354,18.431236,9.580937,6.45,9.554992,8.328619,5.575597,15.830444,14.8,3.7428,NaN,5.618466,29.940739,38.846081,19.027617,12.920624,12.062068,6.022612,40.470383,37.633392,NaN,44.979454,3.1,10.002665,8.715496,16.485212,3.805723,44.147686,4.37333,15.907322,2.309146,10.65,15.808487,19.636015,9.242994,NaN,NaN,15.225262,15.517786,12.235436,7.49,51.738422,5.493,32.484047,34.459709,64.129364,29.775307,15.791691,8.883972,5.974193,68.869179,58.056458,23.787798,12.549459,28.15819,21.198439,20.045143,25.15,20.473427,6.216314,NaN,5.785853,7.32,16.48942,6.180786,NaN,24.300001,4.421449,11.140278,15.817545,13.547137,24.353342,15.698178,29.62883,13.220428,11.339484,18.310188,11.510498,NaN,12.675866,374.445251,19.339705,35.464676,17.18,12.220187,NaN,25.434273,18.360966,5.59,41.175133,8.38,NaN,19.200001,8.658916,NaN,NaN,4.92,NaN,7.5,15.274751,NaN,NaN,9.707671,21.076057,15.498287,20.291407,21.7722,48.750313,4.3,29.928339,15.256742,41.533913,7.086307,12.664425,2.81161,NaN,11.333411,NaN,16.45808,1.088371,NaN,NaN,NaN,26.927698,33.354275,25.902187,13.16644,0.747738,3.765451,6.7,41.111115,41.57,8.511319,9.895335,14.112468,14.239923,NaN,6.997062,14.642665,7.485626,14.345319,20.076237,24.021084,NaN,8.68,10.28,12.084255,4.604,NaN,5.24,18.795761,14.647347,NaN,2.150348,32.454369,NaN,5.773736,11.278919,19.735025,11.881225,9.659948,17.794847,8.967533,39.783669,17.513802,20.885208,9.504514,NaN,12.51,18.288412,NaN,15.803206,NaN,19.47637,30.197464,18.59001,NaN,11.201916,39.183922,16.436142,25.295885,6.019032,NaN,7.355382,8.984519,14.586212,14.024575,6.394228,44.245049,3.761514,18.788851,6.0,14.1,12.030272,24.547632,7.15,20.365845,14.387458,9.469335,3.323353,16.120029,27.217873,30.584227,10.730762,16.841772,18.547449,8.104222,26.296747,NaN,21.924784,32.48542,18.09,2.85,17.1,10.546501,31.533583,NaN,24.351439,6.31952,0.12,0.691565,19.288574,10.152028,58.848495,10.737182,27.069164,NaN,17.471298,33.869064,13.706638,NaN
2012-01-01,3.57,45.000854,1.07,NaN,24.785334,12.171397,34.395069,19.378082,4.247418,20.599705,19.359501,1.4,4.517578,9.172255,17.923286,8.667598,6.99,9.779811,9.041146,5.730505,17.179743,16.719999,4.277485,NaN,6.162756,29.186403,40.543194,18.600639,13.420592,11.893555,7.137599,42.215801,38.547562,NaN,45.684711,3.82,11.577872,9.785541,16.952709,3.865858,41.525463,4.567235,20.208429,2.330531,11.73,17.433247,19.303751,9.712449,NaN,NaN,16.761906,15.920957,12.466817,8.54,54.12476,5.259964,33.903839,32.788258,66.753685,30.567823,15.833422,9.109978,6.296098,79.602524,56.61166,23.33168,12.418118,30.635504,21.878654,20.651197,28.02,19.856422,6.041699,NaN,5.970307,8.04,16.947046,6.311002,NaN,25.9,5.066244,10.417031,15.601835,14.677674,23.903713,15.005027,29.348795,14.258247,12.738391,17.045403,11.12766,NaN,13.274176,348.731598,21.182041,41.467278,20.709999,13.195609,NaN,25.449516,22.643265,6.72,44.212883,8.6,13.210522,20.25,9.936088,NaN,NaN,5.72,NaN,8.22,16.562628,NaN,NaN,11.210732,22.106256,15.583381,20.241808,21.937822,49.55645,4.53,30.677469,15.893755,43.720856,7.180017,12.2867,3.287291,NaN,11.04106,NaN,15.566218,1.234882,NaN,NaN,NaN,25.612951,32.522499,25.243858,16.194714,0.782516,4.933033,8.34,38.561848,45.16,9.185951,10.169119,17.192303,15.795894,NaN,8.33073,14.843328,7.92262,14.272215,23.675146,25.574995,4.851987,10.38,11.74,11.684772,5.407757,NaN,4.34,19.86735,14.273701,NaN,2.446618,33.941116,NaN,7.099556,10.974435,20.381638,12.641167,9.466749,14.42991,9.122752,32.294979,18.156891,18.967365,10.471519,NaN,16.4,19.413214,8.18,16.156034,NaN,20.545832,29.943665,18.354551,NaN,12.406042,39.477913,17.369131,26.101707,7.473413,NaN,7.867206,9.239635,14.388579,14.907605,6.511395,44.72147,4.171049,18.936499,7.1,17.280001,12.174268,28.858925,7.27,20.398073,13.935713,9.649561,3.178181,15.363171,27.663824,36.609154,13.53949,19.775749,19.469782,10.753674,23.976156,NaN,22.174381,30.379665,16.17,2.69,23.499998,10.7057,32.104549,NaN,27.998335,7.127568,0.05,0.708031,22.674631,10.839453,56.568398,10.988368,32.822514,NaN,19.098478,34.82769,15.884442,NaN
