,AAN,ACC,ACHC,ACIW,ACM,ACXM,ADNT,AEO,AFG,AGCO,AHL,AKRX,ALE,ALEX,AMCX,AN,APY,ARRS,ARW,ASB,ASH,ATGE,ATI,ATO,ATR,AVT,AYI,BBBY,BC,BCO,BDC,BID,BIG,BIO,BKH,BLKB,BMS,BOH,BRO,BXS,BYD,CABO,CAKE,CAR,CARS,CASY,CATY,CBRL,CBSH,CBT,CC,CDK,CFR,CGNX,CHDN,CHE,CHFC,CHK,CIEN,CLB,CLGX,CLH,CLI,CMC,CMD,CMP,CNK,CNO,CNX,COHR,CONE,COR,CPE,CPT,CR,CREE,CRI,CRL,CRS,CRUS,CSL,CTLT,CUZ,CVG,CVLT,CW,CXW,CY,DAN,DCI,DDS,DECK,DEI,DKS,DLPH,DLX,DNB,DNKN,DNOW,DO,DPZ,DRQ,DY,EAT,EGN,EHC,EME,ENR,ENS,EPC,EPR,ERI,ESL,ESV,EV,EVR,EWBC,EXEL,EXP,FAF,FDS,FHN,FICO,FII,FIVE,FLO,FNB,FR,FSLR,FTNT,FULT,GATX,GEF,GEO,GGG,GHC,GME,GMED,GNTX,GNW,GPOR,GVA,GWR,HAE,HAIN,HE,HELE,HIW,HNI,HOMB,HPT,HQY,HR,HRC,HUBB,IART,IBKR,IBOC,ICUI,IDA,IDCC,IDTI,IEX,INGR,INT,ISCA,ITT,JACK,JBGS,JBL,JBLU,JCOM,JHG,JKHY,JLL,KBH,KBR,KEX,KEYS,KMPR,KMT,KNX,KRC,LAMR,LANC,LDOS,LECO,LFUS,LHO,LII,LITE,LIVN,LM,LOGM,LPNT,LPT,LPX,LSI,LSTR,LW,LYV,MAN,MANH,MASI,MBFI,MCY,MD,MDP,MDR,MDRX,MDSO,MDU,MIK,MKSI,MKTX,MLHR,MMS,MNK,MOH,MPW,MPWR,MSA,MSM,MTDR,MTX,MUR,MUSA,NATI,NAVI,NBR,NCR,NDSN,NEU,NFG,NJR,NNN,NTCT,NUS,NUVA,NVR,NVT,NWE,NYCB,NYT,OAS,ODFL,ODP,OFC,OGE,OGS,OHI,OI,OII,OLLI,OLN,ORI,OSK,OZK,PACW,PB,PBF,PBH,PBI,PCH,PDCO,PII,PLT,PNFP,PNM,POL,POOL,POST,PRAH,PRI,PTC,PTEN,PZZA,QEP,R,RBC,RDC,RGA,RGLD,RIG,RLGY,RNR,ROL,RPM,RRC,RS,RYN,SABR,SAFM,SAIC,SAM,SBH,SBNY,SBRA,SCI,SEIC,SF,SFM,SGMS,SIG,SIX,SKT,SKX,SLAB,SLGN,SLM,SM,SMG,SNH,SNV,SNX,SON,SPN,STE,STL,STLD,SWN,SWX,SXT,SYNA,SYNH,TCBI,TCF,TCO,TDC,TDS,TDY,TECD,TECH,TER,TEX,TFX,TGNA,THC,THG,THO,THS,TKR,TOL,TPH,TPX,TR,TREE,TRMB,TRMK,TRN,TTC,TUP,TXRH,TYL,UBSI,UE,UFS,UGI,ULTI,UMBF,UMPQ,UNFI,UNIT,URBN,UTHR,VAC,VC,VLY,VMI,VSAT,VSH,VSM,VVC,VVV,WAB,WAFD,WBS,WEN,WERN,WEX,WOR,WPX,WRB,WRI,WSM,WSO,WST,WTFC,WTR,WTW,WWD,WWE,WYND,X,Y,ZBRA
2008-11-01,13.891504,NaN,5.0,5.233333,26.49,7.51,NaN,7.040615,15.336626,23.383842,14.868827,1.64,22.537075,NaN,NaN,8.54,NaN,7.19,13.8,17.882927,3.574423,53.29583,19.38958,17.429132,28.350754,13.093211,25.084745,19.190294,2.467475,10.452744,16.550785,8.191561,16.069019,74.160004,17.394127,10.816974,20.114325,31.624687,7.569149,18.243446,4.354841,NaN,6.56089,0.76,NaN,26.650766,18.185303,14.600343,26.966221,16.230186,NaN,NaN,39.861195,2.4458,31.563004,37.493565,17.410486,NaN,7.4,28.11825,12.691895,31.565001,11.649096,8.862292,39.24511,41.443062,5.05812,3.076389,21.92754,24.369398,NaN,NaN,2.45,16.562176,11.683776,15.88,17.660692,22.799999,13.868812,4.22,18.189966,NaN,7.509996,5.719671,10.25,30.699556,9.748114,2.839639,0.871109,14.24499,3.440736,19.879999,7.618557,11.277532,NaN,7.461261,67.058769,NaN,NaN,69.261551,3.349563,19.68,5.94,4.960037,28.76968,8.752736,15.065825,38.132839,8.07346,29.830193,12.372542,0.12,36.91,25.581417,14.215017,7.807024,12.703254,3.09,19.170422,NaN,35.187485,9.362054,13.87049,13.361587,NaN,7.845791,7.836275,7.223827,124.839996,NaN,8.560602,20.67322,23.260206,5.874141,5.717752,186.706711,15.645344,NaN,3.015872,NaN,4.95,36.827499,30.379999,28.594999,7.87,16.897787,15.66,14.414833,9.657225,4.140426,5.607018,NaN,11.312912,17.776472,23.224985,15.745,14.628251,19.060465,30.25,21.908539,23.681982,5.17,19.543991,22.750858,17.07873,23.683887,10.6045,16.355894,NaN,5.491541,5.24,16.63752,NaN,15.983103,NaN,10.385032,12.048212,25.43,NaN,13.524737,15.301563,14.137264,21.775642,11.818066,24.362513,25.61124,17.876482,13.798778,6.130045,24.021351,NaN,NaN,14.734069,NaN,20.059999,10.709785,2.278697,17.373711,29.487328,NaN,4.89,26.371527,3.8375,23.657944,22.790052,26.467621,15.56,10.802192,15.0462,7.7,NaN,14.917607,NaN,12.419395,5.765727,12.620393,6.706069,NaN,15.793333,2.860766,8.68433,18.314459,28.301689,NaN,22.312128,28.448942,NaN,12.697433,NaN,12.846485,15.18,13.83116,28.866474,24.597773,11.305464,7.829362,7.95,8.432244,34.450001,434.25,NaN,13.579007,6.880867,7.064319,NaN,10.508432,1.836365,19.000137,7.783362,NaN,6.393708,20.219999,11.388965,NaN,11.293374,5.657182,6.341177,4.736019,19.255129,NaN,NaN,7.65568,13.546531,13.297218,15.623438,9.871284,11.462744,26.119249,7.617561,2.563273,14.445569,NaN,NaN,NaN,11.56,10.969615,8.243155,NaN,28.302402,29.504322,16.732965,35.384155,35.647846,53.18177,NaN,41.218559,6.211936,8.773042,40.157265,17.118223,9.158149,NaN,27.611414,NaN,32.080002,4.35,29.502226,14.643902,4.81518,13.717563,28.389883,NaN,15.01,7.126515,NaN,NaN,4.013333,20.959999,8.517678,2.581259,19.573553,24.483545,6.579952,53.750244,10.014896,17.492208,16.235527,23.437933,9.758497,6.42745,34.369999,19.182213,19.268513,21.969999,NaN,15.760564,13.894206,16.450241,13.43,24.471664,40.619999,17.440001,53.898254,3.613897,13.623419,40.203022,2.607948,4.84,31.503426,13.045448,23.790001,7.872195,19.599318,NaN,6.99,18.513145,1.724828,10.18,13.515229,4.541243,4.932765,13.552992,4.794218,12.63,21.589855,NaN,5.728711,10.666756,15.31,40.162563,9.693992,18.01,NaN,18.17,27.415001,NaN,NaN,9.341043,50.113297,21.43,3.569192,NaN,NaN,NaN,18.604246,14.088013,12.623005,3.299779,11.217572,11.38,10.33944,NaN,24.245197,8.12591,5.447768,29.224983,14.670033,19.070562,12.819836,25.722631,19.520458,6.951104,1.722218,27.668434,245.510468,21.16
2008-12-01,14.200223,NaN,5.4,5.3,30.73,8.11,NaN,6.864597,17.125526,22.405563,19.710608,2.3,21.51956,NaN,NaN,9.88,NaN,7.95,18.84,17.473289,4.001367,53.230919,21.569319,16.805302,29.876806,16.743494,32.48177,24.042248,3.915143,23.50281,19.838139,7.453152,13.289959,75.309998,18.424118,11.774537,17.792004,32.353851,8.008043,19.162182,4.681454,NaN,9.102336,0.7,NaN,20.466707,21.047802,15.552045,27.245522,12.113733,NaN,NaN,37.560966,2.78909,36.388374,36.637863,19.628162,NaN,6.7,25.268852,15.265146,31.719999,15.044955,8.780918,6.223223,43.706741,5.117123,4.728693,21.701479,21.011139,NaN,NaN,2.6,19.609316,13.797581,15.87,17.987574,26.200001,17.098761,2.68,17.87059,NaN,9.648745,5.82879,13.41,30.776054,8.81587,3.402999,0.678548,14.00771,3.732163,26.623333,9.75474,12.619033,NaN,10.860318,64.977432,NaN,NaN,55.315388,4.087162,20.51,8.22,7.87331,27.512335,9.74898,21.428438,47.547497,10.41126,37.195,15.030642,0.12,37.889999,22.408407,15.620165,9.895651,13.790523,5.02,16.806072,NaN,39.108189,9.256965,16.538654,11.524419,NaN,7.222477,8.544867,6.30519,137.960007,NaN,7.405844,22.744215,23.456682,5.487605,6.322565,184.042145,15.509296,NaN,3.036504,NaN,3.95,37.720509,30.5,28.25,9.545,13.880706,17.360001,16.870609,11.63861,4.27035,7.275425,NaN,14.111769,14.245408,25.384373,17.785,14.347557,17.705948,33.139999,21.465445,24.557114,5.61,20.521183,23.954832,17.408075,26.221117,11.801383,20.645813,NaN,5.697751,7.1,17.080732,NaN,16.922665,NaN,12.217744,13.299405,27.360001,NaN,11.543795,18.260576,14.460198,23.91247,9.982174,27.715889,28.028481,19.926659,15.230029,7.745375,28.062572,NaN,NaN,17.914726,NaN,22.84,12.787882,1.538861,23.028484,35.258171,NaN,5.74,28.474215,3.9525,25.859892,24.584534,26.758541,15.85,11.656034,15.246816,9.92,NaN,15.834819,NaN,12.83598,7.351304,11.253274,7.606339,NaN,11.74,2.897501,11.44299,18.095802,30.117043,NaN,19.471277,28.821936,NaN,12.91488,NaN,10.604997,14.14,13.76296,30.099422,23.690384,11.07744,10.036297,8.62,8.271257,34.650002,456.25,NaN,15.425907,6.410205,6.92536,NaN,12.565965,2.777852,19.633263,7.574749,NaN,7.712048,27.33,12.853388,NaN,12.607352,6.572478,8.20757,5.157074,19.699541,NaN,NaN,10.328315,14.176001,15.156817,15.565323,10.359426,11.947389,28.313269,7.347845,2.853113,15.205789,NaN,NaN,NaN,12.65,10.108912,8.573442,NaN,30.760094,33.319542,15.420926,37.404205,43.855762,37.572346,NaN,45.092915,6.541405,9.724251,33.30138,16.553719,8.596042,NaN,30.604561,NaN,28.4,5.69,28.403318,12.933984,4.111931,13.939388,30.264505,NaN,17.540001,7.891046,NaN,NaN,4.273333,24.780001,9.142137,2.494376,19.768215,22.586695,8.464661,53.62104,10.847875,16.326292,15.349075,20.29777,9.959288,8.699624,28.969999,18.856777,19.28544,16.559999,NaN,13.119074,11.36496,17.568085,14.83,23.943764,44.549999,17.84,56.079903,4.023917,16.546816,42.802223,2.39536,4.6,34.01963,10.993543,27.24,10.85076,21.07443,NaN,7.09,18.270582,2.450575,10.805,14.792066,4.813045,5.723674,15.640716,6.646724,11.98,21.570372,NaN,6.833532,11.150776,14.6,41.279816,10.594563,17.82,NaN,14.98,31.275,NaN,NaN,9.785622,55.604912,24.08,2.799686,NaN,NaN,NaN,19.173906,12.478193,11.59633,4.070939,12.561372,12.6,8.579867,NaN,26.436905,11.789979,6.108339,28.526667,15.608092,19.015097,12.282332,26.740629,21.207726,6.622375,2.391623,34.175747,261.260193,20.26
2009-01-01,11.386054,NaN,4.76,5.663333,25.309999,9.51,NaN,6.679731,12.70941,20.21154,17.963074,2.23,20.739338,NaN,NaN,9.28,NaN,7.12,19.07,13.065312,3.053374,49.754665,18.799498,17.408022,26.129496,18.223839,25.001007,21.970945,2.585295,23.10935,12.443954,7.285476,12.336088,63.540001,18.109772,9.707448,16.957994,25.69256,7.329852,15.668667,4.760633,NaN,7.8226,0.69,NaN,19.100466,11.255038,13.270974,21.666233,10.577744,NaN,NaN,32.43969,2.461184,31.481874,36.969524,16.275562,NaN,6.24,28.363092,11.696402,26.754999,12.478105,8.507209,6.358971,44.831814,5.447703,2.126999,20.699171,17.711628,NaN,NaN,2.11,17.02466,13.941643,19.93,15.867538,24.41,13.735615,2.82,16.118061,NaN,6.831532,6.847239,13.27,29.771393,7.425594,3.43345,0.669379,13.047266,4.13751,17.413334,7.046885,9.846601,NaN,8.370285,63.967419,NaN,NaN,58.900478,5.805332,24.5,6.81,8.350469,27.399769,8.841687,19.670591,41.830212,8.622415,32.72253,11.757511,0.059,36.09,21.614304,14.229888,8.897371,8.194868,4.93,16.591242,NaN,35.183228,8.337398,12.475583,13.263957,NaN,6.371554,5.120447,4.697185,142.800003,NaN,5.486314,17.872751,21.469215,4.504523,5.667129,184.188339,17.743324,NaN,2.885194,NaN,3.83,30.339624,27.17,29.575001,7.61,13.592305,10.47,13.910852,9.706191,3.26258,6.565983,NaN,9.92271,12.246559,24.361851,13.87,12.246353,14.77794,30.51,21.217623,28.870234,5.74,19.212591,19.221981,15.921523,21.247046,11.61919,21.113123,NaN,4.912726,5.63,16.688663,NaN,15.518979,NaN,9.571459,12.429852,23.98,NaN,9.240828,13.199624,11.99945,16.631454,7.160778,29.687189,28.402576,16.294544,14.03732,5.885932,24.544477,NaN,NaN,13.307441,NaN,22.540001,11.45484,2.051814,16.63168,32.90947,NaN,5.23,24.125156,3.835,24.07406,14.372496,22.853374,16.785,10.873064,16.002983,8.42,NaN,14.703267,NaN,12.193745,6.95491,9.491445,8.050456,NaN,11.693334,2.155337,11.025562,14.849001,28.015482,NaN,18.000225,28.711458,NaN,11.382697,NaN,9.70131,12.55,13.021306,27.303776,22.903822,11.47975,8.424889,14.22,7.525813,37.34,426.089996,NaN,16.16474,7.101607,4.695639,NaN,11.073592,2.013476,17.104694,7.251542,NaN,7.06495,19.0,15.199992,NaN,9.797196,5.798469,6.665767,3.947843,12.383615,NaN,NaN,6.216568,12.38453,14.971303,15.266469,7.690924,9.186819,22.443558,7.318689,1.856788,13.411896,NaN,NaN,NaN,9.0,8.522776,8.843248,NaN,26.794121,29.92758,12.27855,31.123579,42.919979,43.432838,NaN,39.274864,5.644131,9.007183,34.741264,18.476126,8.353368,NaN,32.039146,NaN,25.24,4.73,25.433294,16.558424,3.764445,11.242015,23.129082,NaN,12.57,6.407493,NaN,NaN,3.32,23.030001,8.765437,3.209057,18.833828,24.486654,7.642762,25.613247,14.696811,16.164162,15.011839,22.600269,7.630101,8.341097,31.65,19.26054,17.363358,23.57,NaN,11.086403,10.308335,13.914281,13.13,23.093031,27.870001,18.110001,52.125111,4.586503,11.311449,45.433586,1.892874,4.28,32.000786,8.873615,26.389999,8.230653,16.737602,NaN,7.0,17.098742,3.741839,7.41,13.908244,3.515111,5.240329,14.339455,6.543806,12.59,13.756042,NaN,6.096983,11.728188,13.77,32.659988,7.200882,15.54,NaN,15.58,33.974998,NaN,NaN,6.382691,36.85767,22.16,2.423121,NaN,NaN,NaN,14.437104,10.282933,3.51761,4.153346,10.866241,11.66,7.929486,NaN,22.63109,9.613647,6.154967,24.552248,13.727844,12.359354,12.371807,20.864721,18.950602,5.996411,2.238267,27.588636,252.394043,16.83
2009-02-01,12.938697,NaN,3.2,5.953333,24.530001,8.28,NaN,7.235761,11.719841,16.279411,17.711098,1.4,17.765146,NaN,NaN,9.98,NaN,6.12,16.629999,12.071849,2.250056,48.241035,16.739975,15.479317,23.907627,15.879196,21.420904,20.145552,2.873584,20.94735,10.166693,5.625495,14.225485,55.700001,12.17113,8.931201,13.952594,22.949251,6.463911,15.444827,4.20638,NaN,7.335941,0.4,NaN,17.954178,8.663289,17.100283,21.529854,8.297512,NaN,NaN,31.898657,2.072973,27.385859,36.674721,13.64863,NaN,5.37,31.919497,12.408682,24.290001,10.769822,7.621686,5.294194,38.908382,5.296187,1.104579,20.691587,14.979983,NaN,NaN,1.2,12.135559,12.068884,19.639999,15.232467,24.799999,11.52277,3.55,17.110867,NaN,5.05434,5.865163,10.93,24.508402,5.722772,4.232813,0.330105,10.234054,3.376588,13.75667,5.698125,11.045007,NaN,5.604388,62.258831,NaN,NaN,58.787865,5.926818,21.02,4.62,8.373305,25.139124,6.982619,14.721901,37.052616,10.146244,28.98517,7.739709,0.033,25.34,19.418114,12.969589,9.67381,6.139674,4.32,17.499718,NaN,34.069378,8.030876,10.756506,12.815481,NaN,6.614674,4.065286,1.908231,105.739998,NaN,4.861093,13.549182,21.81687,3.597531,4.562655,171.451859,19.275635,NaN,2.817225,NaN,2.23,30.649733,20.889999,26.690001,7.04,8.695815,10.04,11.647875,7.208004,2.899719,5.888205,NaN,8.708666,8.541278,20.683996,13.055,11.267925,8.118946,31.530001,17.740877,26.235922,4.48,16.501642,16.824718,13.677327,17.641981,9.584292,18.169067,NaN,3.49462,3.81,15.964179,NaN,13.888617,NaN,7.983692,11.060467,22.040001,NaN,7.806908,13.525742,11.657637,13.539432,5.499732,31.701115,27.208347,12.162528,10.477527,3.759081,22.614805,NaN,NaN,10.631037,NaN,21.02,10.463991,1.598048,13.805493,29.03776,NaN,3.51,23.633499,3.7025,21.664053,11.417075,15.904152,14.8,8.748835,18.194328,8.7,NaN,11.191927,NaN,10.926637,7.108061,8.705528,7.9833,NaN,12.486667,1.653214,11.751526,13.812145,25.159044,NaN,14.244027,27.171255,NaN,9.134787,NaN,8.602715,7.92,10.732557,29.964823,23.171394,10.042274,8.599672,13.21,7.454439,28.35,332.769989,NaN,13.680937,5.27931,3.902011,NaN,9.620956,0.978773,16.209911,6.621838,NaN,6.468079,15.42,14.013458,NaN,7.279908,5.101752,5.779459,3.697781,10.018209,NaN,NaN,5.35506,10.732144,13.533012,15.000821,6.904042,7.774855,18.843853,5.675896,1.458258,11.228762,NaN,NaN,NaN,8.14,7.658018,10.303947,NaN,18.132437,25.274525,11.74512,23.759789,36.117767,47.528027,NaN,39.57365,5.716493,8.054561,34.479538,19.86204,7.547535,NaN,30.577991,NaN,23.969999,3.87,24.76009,13.065517,2.8197,10.559332,21.742914,NaN,10.58,6.735148,NaN,NaN,2.126667,21.9,9.381163,1.289228,13.217746,21.226334,6.091808,22.508615,14.189363,13.584096,12.708997,19.592573,6.859061,6.558207,28.77,14.572508,16.313482,20.75,NaN,9.564355,10.416462,10.970201,15.46,22.328554,22.91,17.290001,42.459766,3.938099,8.521804,40.580948,1.062896,4.44,27.844322,8.98265,26.690001,6.732664,15.587013,NaN,6.14,15.343736,4.269655,7.05,12.188558,2.266158,3.870516,9.889764,7.032664,13.61,10.092572,NaN,3.23263,11.090235,12.95,31.97711,6.245664,14.88,NaN,16.639999,33.555,NaN,NaN,5.603239,39.564327,18.299999,2.087486,NaN,NaN,NaN,12.90802,9.537668,3.26515,3.733067,9.895032,14.64,6.463398,NaN,17.785242,6.704019,6.900756,25.818426,12.801216,11.518144,10.975956,16.556402,15.864331,5.971786,1.347342,18.070879,243.314774,17.57
2009-03-01,15.138275,NaN,3.0,6.25,26.08,7.4,NaN,9.074354,12.088906,18.6159,18.374178,0.86,18.050776,NaN,NaN,13.88,NaN,7.37,19.059999,13.173506,4.012516,44.740196,18.663332,16.629454,26.531841,16.099869,21.06575,23.408564,3.20837,23.220228,11.919895,7.545375,19.059031,65.900002,12.420382,10.219429,15.920607,23.950935,7.30282,17.276989,3.691718,NaN,10.318983,0.91,NaN,24.041105,9.296097,21.883469,22.503124,8.459186,NaN,NaN,35.135181,2.513951,27.422348,35.887478,14.855021,NaN,7.78,30.971228,14.197417,24.0,12.491224,8.621987,5.459636,42.273045,6.466996,0.839845,19.231379,16.889196,NaN,NaN,1.09,13.937491,13.674116,23.530001,17.567301,27.209999,11.876025,3.76,17.0737,NaN,4.714304,7.347368,10.97,25.854101,6.902893,5.153984,0.4218,11.340284,5.421564,17.68,5.599621,12.762126,NaN,7.160487,64.80909,NaN,NaN,59.106812,5.683845,30.700001,5.79,11.494265,27.434927,7.898809,16.403309,43.639366,11.471314,34.137779,8.180937,0.055,20.190001,20.855898,17.130358,12.359088,3.954574,4.6,22.253183,NaN,44.38842,9.405846,13.843739,15.309607,NaN,6.961569,5.057175,2.11546,132.699997,NaN,5.181519,15.214892,23.618971,4.032765,4.58684,169.839523,20.063276,NaN,3.507447,NaN,2.32,32.286449,21.25,27.540001,7.12,8.793658,13.75,13.475028,7.781514,3.203676,6.19811,NaN,9.250462,8.602163,21.186945,12.36,12.93606,6.326451,32.119999,17.206436,23.056894,4.55,18.679663,17.683895,14.912577,20.133581,9.871691,21.767365,NaN,4.74838,3.65,18.657545,NaN,14.303366,NaN,11.889569,12.12262,26.639999,NaN,10.487875,13.434573,13.636559,12.50633,7.748901,33.821041,26.863028,12.542483,10.083014,4.126511,23.103764,NaN,NaN,13.17486,NaN,20.860001,10.84773,2.199781,13.088494,30.741655,NaN,2.67,26.727558,4.33,25.123018,12.05844,17.520531,14.735,11.523002,20.663448,10.29,NaN,11.931162,NaN,12.731833,6.882837,9.282785,8.747361,NaN,12.68,1.729006,14.065531,15.340447,25.553823,NaN,15.306087,29.283651,NaN,9.974401,NaN,8.850782,7.95,12.435711,38.398643,23.446608,9.730154,9.479386,7.16,8.410516,31.379999,427.75,NaN,14.341946,6.103173,4.270481,NaN,10.371558,1.221136,16.099678,7.195811,NaN,6.936068,14.44,16.263023,NaN,10.09135,6.079402,6.287029,4.113001,10.707975,NaN,NaN,5.071154,13.205788,13.782628,15.65664,8.040341,10.979909,22.519543,6.096607,2.092283,11.338762,NaN,NaN,NaN,9.98,7.987875,10.638883,NaN,22.620039,27.001797,11.609338,28.362539,41.74165,46.788502,NaN,43.449295,6.262201,9.458909,39.898174,21.982656,8.574686,NaN,33.380066,NaN,20.860001,5.68,27.947914,12.334784,2.911466,10.889311,28.587906,NaN,12.11,10.421275,NaN,NaN,2.223333,26.4,10.046598,1.387321,12.87708,26.475321,6.767604,21.020971,18.832979,15.003418,12.419935,19.835979,6.907925,6.919498,29.690001,15.897633,19.146664,26.76,NaN,11.056945,9.991647,11.944552,16.219999,20.065422,26.68,21.780001,47.774376,4.176482,8.837071,33.395988,0.721719,4.64,22.816988,13.100746,28.790001,7.862604,17.858685,NaN,7.3,16.025396,4.354483,7.64,12.759049,2.806597,4.279336,11.84958,8.173326,14.63,11.298438,NaN,3.887339,10.914564,17.26,35.821442,6.65714,18.969999,NaN,16.370001,33.044998,NaN,NaN,6.064046,45.604321,20.82,2.848804,NaN,NaN,NaN,12.732871,11.128677,3.585735,4.145106,10.984791,18.219999,6.865391,NaN,19.272326,5.652989,7.967886,25.592808,13.681043,11.510703,12.028492,16.968023,10.331729,7.104579,1.552037,19.582666,255.929947,19.02
2009-04-01,19.72471,NaN,3.6,5.756667,25.73,9.65,NaN,11.079723,13.241306,23.079912,19.290436,0.84,17.611181,NaN,NaN,17.709999,NaN,10.67,22.74,13.19056,8.529997,39.521435,28.140429,17.773092,26.43812,20.127132,26.860235,28.771252,5.561176,24.878824,15.442372,9.955421,25.350893,69.690002,13.801971,13.397047,18.251379,25.519585,7.515222,19.504038,9.09568,NaN,15.65421,2.09,NaN,23.996016,10.000217,24.916899,20.731766,11.751105,NaN,NaN,35.247456,2.817068,31.755554,39.051849,15.513227,NaN,11.95,35.234222,15.250002,25.049999,16.936615,11.107806,5.994146,36.161198,6.284269,1.4606,23.833502,18.602594,NaN,NaN,1.76,18.046801,18.704706,27.389999,19.967512,27.65,17.385086,4.65,19.787409,NaN,6.185693,9.193302,12.45,29.467224,7.614196,6.037088,0.724396,13.938752,7.377556,18.84,7.339368,16.992321,NaN,10.781621,68.838806,NaN,NaN,68.086601,8.191679,34.380001,8.42,13.638963,34.018173,8.334666,19.861666,50.322712,16.137447,39.365967,12.44391,0.029,26.35,22.363941,20.51895,15.102881,5.910228,4.93,25.616241,NaN,47.585026,10.080194,16.549513,15.736018,NaN,6.950406,4.958272,3.255218,187.289993,NaN,5.189404,22.645596,32.530327,5.061502,6.338812,199.084732,21.595585,NaN,4.708288,NaN,2.97,34.086723,30.0,25.815001,8.345,9.945667,15.95,15.091775,11.597449,3.53736,6.322071,NaN,10.361259,11.41346,26.457199,12.91,11.829316,10.95774,37.599998,17.655745,23.503384,5.43,21.566591,20.05862,18.067167,21.612114,10.707184,22.98237,NaN,6.917604,4.93,20.447441,NaN,15.793303,NaN,16.300797,13.764323,30.860001,NaN,12.753495,16.948612,15.953294,16.166435,13.431424,35.975441,26.042889,17.902988,15.037364,8.464791,27.993692,NaN,NaN,17.008476,NaN,25.85,14.290431,4.014848,14.691965,32.707214,NaN,3.91,36.526817,4.155,25.053665,12.085038,20.434313,17.950001,17.367605,24.907248,12.42,NaN,13.144497,NaN,13.582358,8.639579,12.948874,8.850502,NaN,14.433333,2.661652,16.787895,18.888206,33.597469,NaN,17.760784,31.206673,NaN,11.787442,NaN,13.475518,10.15,15.869423,54.94453,25.256784,9.617936,10.616437,8.99,10.27863,37.900002,505.369995,NaN,14.21361,6.179668,5.083006,NaN,12.429091,2.414307,20.098803,7.766763,NaN,7.743961,24.389999,20.100512,NaN,8.910374,5.365144,8.954822,4.424863,10.887314,NaN,NaN,6.324257,13.878801,17.90798,16.98488,12.544278,11.589394,16.944267,6.28851,2.481756,15.267278,NaN,NaN,NaN,11.15,11.401743,12.346128,NaN,22.124651,35.987576,15.139665,27.837151,32.279255,53.658878,NaN,42.995426,6.572576,10.268824,38.784977,29.546999,11.446438,NaN,35.469112,NaN,26.6,7.4,26.918306,12.378628,3.779065,12.51245,32.49556,NaN,17.49,14.44416,NaN,NaN,3.9,33.259998,9.033694,1.353689,17.393309,25.765757,7.911632,20.901733,20.613831,17.456312,18.509462,20.534674,6.84329,9.879841,35.860001,15.248749,19.048891,32.48,NaN,13.747533,11.818354,17.121336,16.719999,21.800461,31.93,28.790001,49.966183,5.663997,13.183952,36.992069,1.328447,9.0,23.735369,19.380896,26.59,9.056643,19.923845,NaN,12.86,18.055717,6.051034,10.72,15.091499,4.486257,5.507367,17.794216,9.759966,16.5,17.328098,NaN,7.447324,10.745679,18.73,38.78318,7.080552,22.780001,NaN,19.49,31.405001,NaN,NaN,7.26246,58.075829,22.99,4.805311,NaN,NaN,NaN,18.409082,10.869091,4.412564,4.132658,11.878392,22.879999,11.997836,NaN,20.494434,9.719756,11.066505,32.301239,13.614327,15.909104,11.036141,22.75819,18.44556,6.828193,4.316143,24.605762,239.704559,21.25
