Ticker,Sharpe Ratio
NI,1.5373583813059746
ROST,1.5056784695699188
TJX,1.5012150417383534
V,1.4898740768589824
MA,1.4638852977395342
FISV,1.4258237978546295
AAPL,1.4126439778823388
AMZN,1.3968921500312206
